annee,codmes,codfil,codniv,codmat,codetu,cc,sn,ra
2024/2025,semestre2,GLT,01,MATHFINA2,ISU00040,,,
2024/2025,semestre2,GLT,01,MATHGENE2,ISU00039,,,
2024/2025,semestre2,GLT,01,MATHGENE2,ISU00040,,,
2024/2025,semestre2,GLT,01,METHREDRS,ISU00039,,,
2024/2025,semestre2,GLT,01,METHREDRS,ISU00040,,,
2024/2025,semestre2,GLT,01,NEGACHVT2,ISU00039,,,
2024/2025,semestre2,GLT,01,NEGACHVT2,ISU00040,,,
2024/2025,semestre2,GLT,01,STATISTI2,ISU00039,,,
2024/2025,semestre2,GLT,01,STATISTI2,ISU00040,,,
2024/2025,semestre2,GLT,01,TRAMARFL2,ISU00039,,,
2024/2025,semestre2,GLT,01,TRAMARFL2,ISU00040,,,
2024/2025,semestre2,GLT,01,TRANSAER2,ISU00039,,,
2024/2025,semestre2,GLT,01,TRANSAER2,ISU00040,,,
2024/2025,semestre2,GLT,01,TRANSFER2,ISU00039,,,
2024/2025,semestre2,GLT,01,TRANSFER2,ISU00040,,,
2024/2025,semestre2,GLT,01,TRANSROU2,ISU00039,,,
2024/2025,semestre2,GLT,01,TRANSROU2,ISU00040,,,
2024/2025,semestre2,GTO,02,CALTOPME4,ISU00004,14.25,17.0,
2024/2025,semestre2,GTO,02,CALTOPME4,ISU00023,14.75,12.0,
2024/2025,semestre2,GTO,02,CALTOPME4,ISU00024,14.0,12.0,
2024/2025,semestre2,GTO,02,CALTOPME4,ISU00075,10.0,10.0,
2024/2025,semestre2,GTO,02,COMPTAANA,ISU00004,10.0,10.25,
2024/2025,semestre2,GTO,02,COMPTAANA,ISU00023,9.0,11.0,
2024/2025,semestre2,GTO,02,COMPTAANA,ISU00024,10.0,10.0,
2024/2025,semestre2,GTO,02,COMPTAANA,ISU00075,10.0,10.0,
2024/2025,semestre2,GTO,02,ECOORGENT,ISU00004,11.0,12.0,
2024/2025,semestre2,GTO,02,ECOORGENT,ISU00023,10.0,11.0,
2024/2025,semestre2,GTO,02,ECOORGENT,ISU00024,12.0,11.0,
2024/2025,semestre2,GTO,02,ECOORGENT,ISU00075,10.0,10.25,
2024/2025,semestre2,GTO,02,EXPREANGL,ISU00004,15.0,10.5,
2024/2025,semestre2,GTO,02,EXPREANGL,ISU00023,13.0,11.0,
2024/2025,semestre2,GTO,02,EXPREANGL,ISU00024,14.0,14.0,
2024/2025,semestre2,GTO,02,EXPREANGL,ISU00075,10.0,10.0,
2024/2025,semestre2,GTO,02,GEODESIE,ISU00004,15.0,11.0,
2024/2025,semestre2,GTO,02,GEODESIE,ISU00023,16.0,13.0,
2024/2025,semestre2,GTO,02,GEODESIE,ISU00024,15.0,11.0,
2024/2025,semestre2,GTO,02,GEODESIE,ISU00075,11.0,12.0,
2024/2025,semestre2,GTO,02,INFORGEN2,ISU00004,13.0,10.5,
2024/2025,semestre2,GTO,02,INFORGEN2,ISU00023,12.0,12.0,
2024/2025,semestre2,GTO,02,INFORGEN2,ISU00024,12.0,12.0,
2024/2025,semestre2,GTO,02,INFORGEN2,ISU00075,11.0,11.0,
2024/2025,semestre2,GTO,02,MATMATIQ4,ISU00004,14.0,14.0,
2024/2025,semestre2,GTO,02,MATMATIQ4,ISU00023,16.0,16.0,
2024/2025,semestre2,GTO,02,MATMATIQ4,ISU00024,13.0,14.0,
2024/2025,semestre2,GTO,02,MATMATIQ4,ISU00075,12.0,12.0,
2024/2025,semestre2,GTO,02,PHOTOGRA2,ISU00004,10.75,10.75,
2024/2025,semestre2,GTO,02,PHOTOGRA2,ISU00023,10.25,10.25,
2024/2025,semestre2,GTO,02,PHOTOGRA2,ISU00024,10.0,10.0,
2024/2025,semestre2,GTO,02,PHOTOGRA2,ISU00075,10.0,10.0,
2024/2025,semestre2,GTO,02,STAGEPROF,ISU00004,18.0,18.0,
2024/2025,semestre2,GTO,02,STAGEPROF,ISU00023,17.5,17.5,
2024/2025,semestre2,GTO,02,STAGEPROF,ISU00024,17.25,17.25,
2024/2025,semestre2,GTO,02,STAGEPROF,ISU00075,14.0,14.0,
2024/2025,semestre2,GTO,02,TECHTOPO4,ISU00004,15.0,14.0,
2024/2025,semestre2,GTO,02,TECHTOPO4,ISU00023,13.5,14.0,
2024/2025,semestre2,GTO,02,TECHTOPO4,ISU00024,16.0,15.0,
2024/2025,semestre2,GTO,02,TECHTOPO4,ISU00075,10.0,10.0,
2024/2025,semestre2,GTO,02,TELEDETE2,ISU00004,18.5,18.5,
2024/2025,semestre2,GTO,02,TELEDETE2,ISU00023,12.0,12.0,
2024/2025,semestre2,GTO,02,TELEDETE2,ISU00024,10.0,12.0,
2024/2025,semestre2,GTO,02,TELEDETE2,ISU00075,10.0,11.0,
2024/2025,semestre2,GTO,02,VOIRESDIV,ISU00004,14.0,11.75,
2024/2025,semestre2,GTO,02,VOIRESDIV,ISU00023,14.5,14.25,
2024/2025,semestre2,GTO,02,VOIRESDIV,ISU00024,15.0,10.0,
2024/2025,semestre2,GTO,02,VOIRESDIV,ISU00075,10.0,10.0,
2024/2025,semestre2,HNDET,01,CADELEENG,ISU00064,10.0,10.25,
2024/2025,semestre2,HNDET,01,CADELEENG,ISU00065,10.25,10.0,
2024/2025,semestre2,HNDET,01,CADELEENG,ISU00070,,,
2024/2025,semestre2,HNDET,01,CADELEENG,ISU00074,10.0,10.0,
2024/2025,semestre2,HNDET,01,COMPSCIEN,ISU00064,,,
2024/2025,semestre2,HNDET,01,COMPSCIEN,ISU00065,,,
2024/2025,semestre2,HNDET,01,COMPSCIEN,ISU00070,,,
2024/2025,semestre2,HNDET,01,COMPSCIEN,ISU00074,,,
2024/2025,semestre2,HNDET,01,ELECTRONA2,ISU00064,10.0,10.25,
2024/2025,semestre2,HNDET,01,ELECTRONA2,ISU00065,14.0,14.5,
2024/2025,semestre2,HNDET,01,ELECTRONA2,ISU00070,,,
2024/2025,semestre2,HNDET,01,ELECTRONA2,ISU00074,6.0,6.25,
2024/2025,semestre2,HNDET,01,ENGLISH,ISU00064,16.0,16.0,
2024/2025,semestre2,HNDET,01,ENGLISH,ISU00065,16.0,16.0,
2024/2025,semestre2,HNDET,01,ENGLISH,ISU00070,,,
2024/2025,semestre2,HNDET,01,ENGLISH,ISU00074,15.0,15.0,
2024/2025,semestre2,HNDET,01,ENTREPSHI,ISU00064,10.0,10.0,
2024/2025,semestre2,HNDET,01,ENTREPSHI,ISU00065,12.0,11.75,
2024/2025,semestre2,HNDET,01,ENTREPSHI,ISU00070,,,
2024/2025,semestre2,HNDET,01,ENTREPSHI,ISU00074,10.0,10.0,
2024/2025,semestre2,HNDET,01,INTERSHIP,ISU00064,,,
2024/2025,semestre2,HNDET,01,INTERSHIP,ISU00065,,,
2024/2025,semestre2,HNDET,01,INTERSHIP,ISU00070,,,
2024/2025,semestre2,HNDET,01,INTERSHIP,ISU00074,,,
2024/2025,semestre2,HNDET,01,LABOURLAW,ISU00064,,,
2024/2025,semestre2,HNDET,01,LABOURLAW,ISU00065,,,
2024/2025,semestre2,HNDET,01,LABOURLAW,ISU00070,,,
2024/2025,semestre2,HNDET,01,LABOURLAW,ISU00074,,,
2024/2025,semestre2,HNDET,01,MATMATIC2,ISU00064,11.0,5.0,
2024/2025,semestre2,HNDET,01,MATMATIC2,ISU00065,12.0,12.0,
2024/2025,semestre2,HNDET,01,MATMATIC2,ISU00070,0.25,,
2024/2025,semestre2,HNDET,01,MATMATIC2,ISU00074,4.0,3.0,
2024/2025,semestre2,HNDET,01,MEASUTECH,ISU00064,15.5,15.5,
2024/2025,semestre2,HNDET,01,MEASUTECH,ISU00065,15.0,15.0,
2024/2025,semestre2,HNDET,01,MEASUTECH,ISU00070,,,
2024/2025,semestre2,HNDET,01,MEASUTECH,ISU00074,7.0,7.0,
2024/2025,semestre2,HNDET,01,PHYSICS2,ISU00064,,,
2024/2025,semestre2,HNDET,01,PHYSICS2,ISU00065,,,
2024/2025,semestre2,HNDET,01,PHYSICS2,ISU00070,,,
2024/2025,semestre2,HNDET,01,PHYSICS2,ISU00074,,,
2024/2025,semestre2,HNDET,01,POWELECON,ISU00064,12.0,12.5,
2024/2025,semestre2,HNDET,01,POWELECON,ISU00065,8.5,8.5,
2024/2025,semestre2,HNDET,01,POWELECON,ISU00070,,,
2024/2025,semestre2,HNDET,01,POWELECON,ISU00074,1.0,1.0,
2024/2025,semestre2,HNDET,01,SIGNAPROC,ISU00064,9.0,9.0,
2024/2025,semestre2,HNDET,01,SIGNAPROC,ISU00065,17.0,17.0,
2024/2025,semestre2,HNDET,01,SIGNAPROC,ISU00070,,,
2024/2025,semestre2,HNDET,01,SIGNAPROC,ISU00074,1.0,1.25,
2024/2025,semestre2,HNDET,01,TRAVPRATQ,ISU00064,,,
2024/2025,semestre2,HNDET,01,TRAVPRATQ,ISU00065,,,
2024/2025,semestre2,HNDET,01,TRAVPRATQ,ISU00070,,,
2024/2025,semestre2,HNDET,01,TRAVPRATQ,ISU00074,,,
2024/2025,semestre2,HNDET,02,CMPSCIENS,ISU00035,10.0,10.0,
2024/2025,semestre2,HNDET,02,CMPSCIENS,ISU00044,10.5,11.0,
2024/2025,semestre2,HNDET,02,CMPSCIENS,ISU00047,10.0,10.0,
2024/2025,semestre2,HNDET,02,ELEINSAPP,ISU00035,15.0,16.0,
2024/2025,semestre2,HNDET,02,ELEINSAPP,ISU00044,10.0,11.0,
2024/2025,semestre2,HNDET,02,ELEINSAPP,ISU00047,18.0,17.0,
2024/2025,semestre2,HNDET,02,INDUSNETW,ISU00035,14.0,10.0,
2024/2025,semestre2,HNDET,02,INDUSNETW,ISU00044,14.0,10.0,
2024/2025,semestre2,HNDET,02,INDUSNETW,ISU00047,16.0,10.0,
2024/2025,semestre2,HNDET,02,MAICOMSYS,ISU00035,11.0,14.0,
2024/2025,semestre2,HNDET,02,MAICOMSYS,ISU00044,10.0,10.0,
2024/2025,semestre2,HNDET,02,MAICOMSYS,ISU00047,15.0,16.0,
2024/2025,semestre2,HNDET,02,MATMATIC4,ISU00035,13.0,12.5,
2024/2025,semestre2,HNDET,02,MATMATIC4,ISU00044,10.0,10.0,
2024/2025,semestre2,HNDET,02,MATMATIC4,ISU00047,10.0,11.0,
2024/2025,semestre2,HNDET,02,PRAWORMAC,ISU00035,18.0,17.5,
2024/2025,semestre2,HNDET,02,PRAWORMAC,ISU00044,15.0,10.0,
2024/2025,semestre2,HNDET,02,PRAWORMAC,ISU00047,18.0,19.0,
2024/2025,semestre2,HNDET,02,PROFINTER,ISU00035,16.0,16.0,
2024/2025,semestre2,HNDET,02,PROFINTER,ISU00044,15.0,15.0,
2024/2025,semestre2,HNDET,02,PROFINTER,ISU00047,18.0,18.0,
2024/2025,semestre2,IGL,02,ADMBASDON,ISU00043,15.0,14.0,
2024/2025,semestre2,IGL,02,ADMSYSRES,ISU00043,14.0,12.0,
2024/2025,semestre2,IGL,02,ECONOGENE,ISU00043,12.0,12.0,
2024/2025,semestre2,IGL,02,ECOORGENT,ISU00043,13.0,12.0,
2024/2025,semestre2,IGL,02,EXPREANGL,ISU00043,10.0,10.0,
2024/2025,semestre2,IGL,02,FRANCAIS2,ISU00043,11.0,11.0,
2024/2025,semestre2,IGL,02,GESPROINF,ISU00043,16.5,16.5,
2024/2025,semestre2,IGL,02,INFORGEN2,ISU00043,18.0,18.0,
2024/2025,semestre2,IGL,02,PHYSIQUES,ISU00043,10.5,13.0,
2024/2025,semestre2,IGL,02,PROORIOBJ,ISU00043,14.5,12.5,
2024/2025,semestre2,IGL,02,PROTERMOB,ISU00043,16.0,16.0,
2024/2025,semestre2,IGL,02,RESINFTE2,ISU00043,10.0,10.0,
2024/2025,semestre2,IGL,02,STAGEPROF,ISU00043,18.0,18.0,
2024/2025,semestre2,IGL,02,STRDONAVA,ISU00043,15.0,15.0,
2024/2025,semestre2,IHA,01,COMPTAGE1,ISU00005,,,
2024/2025,semestre2,IHA,01,DESASSORD,ISU00005,,,
2024/2025,semestre2,IHA,01,DESSINMEC,ISU00005,,,
2024/2025,semestre2,IHA,01,ENNOBLIS1,ISU00005,,,
2024/2025,semestre2,IHA,01,EXPREFRAN,ISU00005,,,
2024/2025,semestre2,IHA,01,FILATURE,ISU00005,,,
2024/2025,semestre2,IHA,01,INFORMATI,ISU00005,,,
2024/2025,semestre2,IHA,01,MACHTEXTI,ISU00005,,,
2024/2025,semestre2,IHA,01,MATMATIQU,ISU00005,,,
2024/2025,semestre2,IHA,01,PHYSIQUES,ISU00005,,,
2024/2025,semestre2,IHA,01,TRAPRACO2,ISU00005,,,
2024/2025,semestre2,IWD,02,ADMSITWEB,ISU00008,13.0,10.5,
2024/2025,semestre2,IWD,02,ADMSITWEB,ISU00033,13.0,11.0,
2024/2025,semestre2,IWD,02,ATEDESSI2,ISU00008,16.0,17.0,
2024/2025,semestre2,IWD,02,ATEDESSI2,ISU00033,15.0,15.0,
2024/2025,semestre2,IWD,02,ATELANIM4,ISU00008,13.5,13.5,
2024/2025,semestre2,IWD,02,ATELANIM4,ISU00033,14.5,14.5,
2024/2025,semestre2,IWD,02,DESGRAPH4,ISU00008,16.0,17.0,
2024/2025,semestre2,IWD,02,DESGRAPH4,ISU00033,15.0,15.5,
2024/2025,semestre2,IWD,02,EXPREANGL,ISU00008,13.0,13.0,
2024/2025,semestre2,IWD,02,EXPREANGL,ISU00033,15.0,15.0,
2024/2025,semestre2,IWD,02,INFORGEN2,ISU00008,15.0,12.0,
2024/2025,semestre2,IWD,02,INFORGEN2,ISU00033,14.0,10.0,
2024/2025,semestre2,IWD,02,LEADESHIP,ISU00008,14.0,16.5,
2024/2025,semestre2,IWD,02,LEADESHIP,ISU00033,15.0,18.0,
2024/2025,semestre2,IWD,02,MONTPROJT,ISU00008,14.0,14.0,
2024/2025,semestre2,IWD,02,MONTPROJT,ISU00033,14.0,14.0,
2024/2025,semestre2,IWD,02,PROGRWEB3,ISU00008,15.0,14.0,
2024/2025,semestre2,IWD,02,PROGRWEB3,ISU00033,14.0,15.0,
2024/2025,semestre2,IWD,02,STAGEPROF,ISU00008,18.0,18.0,
2024/2025,semestre2,IWD,02,STAGEPROF,ISU00033,17.75,17.75,
2024/2025,semestre2,MEC,02,ANADEDRA4,ISU00006,18.0,18.0,
2024/2025,semestre2,MEC,02,ANADEDRA4,ISU00031,16.0,13.0,
2024/2025,semestre2,MEC,02,COMAIDMA2,ISU00006,14.5,10.0,
2024/2025,semestre2,MEC,02,COMAIDMA2,ISU00031,13.0,12.0,
2024/2025,semestre2,MEC,02,ENGIMATH4,ISU00006,10.25,11.0,
2024/2025,semestre2,MEC,02,ENGIMATH4,ISU00031,12.0,10.5,
2024/2025,semestre2,MEC,02,INDSAFCRE,ISU00006,14.0,15.0,
2024/2025,semestre2,MEC,02,INDSAFCRE,ISU00031,12.0,11.0,
2024/2025,semestre2,MEC,02,STRENMAT2,ISU00006,16.0,13.0,
2024/2025,semestre2,MEC,02,STRENMAT2,ISU00031,15.0,13.0,
2024/2025,semestre2,MKA,02,CAPACTBUS,ISU00072,16.0,14.0,
2024/2025,semestre2,MKA,02,CAPACTBUS,ISU00073,14.0,13.0,
2024/2025,semestre2,MKA,02,COMPTAANA,ISU00072,14.0,13.0,
2024/2025,semestre2,MKA,02,COMPTAANA,ISU00073,11.0,12.0,
2024/2025,semestre2,MKA,02,DIAGNOAUT,ISU00072,16.0,15.0,
2024/2025,semestre2,MKA,02,DIAGNOAUT,ISU00073,15.5,14.0,
2024/2025,semestre2,MKA,02,EXPREANGL,ISU00072,13.0,13.0,
2024/2025,semestre2,MKA,02,EXPREANGL,ISU00073,12.0,12.5,
2024/2025,semestre2,MKA,02,INFORMAT2,ISU00072,10.0,13.0,
2024/2025,semestre2,MKA,02,INFORMAT2,ISU00073,10.0,10.0,
2024/2025,semestre2,MKA,02,INTRODSAV,ISU00072,15.0,10.0,
2024/2025,semestre2,MKA,02,INTRODSAV,ISU00073,10.0,15.0,
2024/2025,semestre2,MKA,02,MATMATIQ4,ISU00072,16.0,16.0,
2024/2025,semestre2,MKA,02,MATMATIQ4,ISU00073,10.25,10.75,
2024/2025,semestre2,MKA,02,QUASERAUT,ISU00072,15.0,14.0,
2024/2025,semestre2,MKA,02,QUASERAUT,ISU00073,15.0,10.0,
2024/2025,semestre2,MKA,02,SIGNSYSTE,ISU00072,10.0,10.5,
2024/2025,semestre2,MKA,02,SIGNSYSTE,ISU00073,12.0,10.2,
2024/2025,semestre2,MKA,02,STAGEPROF,ISU00072,18.0,18.0,
2024/2025,semestre2,MKA,02,STAGEPROF,ISU00073,17.0,17.0,
2024/2025,semestre2,MKA,02,SYSELCAUT,ISU00072,12.0,12.0,
2024/2025,semestre2,MKA,02,SYSELCAUT,ISU00073,16.0,10.0,
2024/2025,semestre2,MKA,02,TECHREGUL,ISU00072,14.0,15.0,
2024/2025,semestre2,MKA,02,TECHREGUL,ISU00073,10.5,13.0,
2024/2025,semestre2,MKA,02,TECMICPRO,ISU00072,15.0,10.0,
2024/2025,semestre2,MKA,02,TECMICPRO,ISU00073,15.0,11.5,
2024/2025,semestre2,MLS,01,ANATAPHY2,ISU00050,15.0,15.0,
2024/2025,semestre2,MLS,01,DEMGRAPHY,ISU00050,15.0,10.0,
2024/2025,semestre2,MLS,01,EPIDEMIOL,ISU00050,15.0,10.0,
2024/2025,semestre2,MLS,01,FIRSTAID1,ISU00050,,,
2024/2025,semestre2,MLS,01,GENECONOM,ISU00050,,,
2024/2025,semestre2,MLS,01,GENERPHAR,ISU00050,18.0,10.0,
2024/2025,semestre2,MLS,01,GENHYGHOS,ISU00050,10.0,10.25,
2024/2025,semestre2,MLS,01,HUMNUTPAT,ISU00050,,,
2024/2025,semestre2,MLS,01,INFPARDES,ISU00050,16.0,10.0,
2024/2025,semestre2,MLS,01,MICROBIOA2,ISU00050,4.0,10.0,
2024/2025,semestre2,MLS,01,NUTRIHUMA,ISU00050,,,
2024/2025,semestre2,MLS,01,ORGANCHEM,ISU00050,12.0,11.25,
2024/2025,semestre2,MLS,01,PARASITHO,ISU00050,16.0,13.9,
2024/2025,semestre2,MLS,01,TECHNINFC,ISU00050,,,
2024/2025,semestre2,MLS,02,BACTERIO2,ISU00041,15.0,10.0,
2024/2025,semestre2,MLS,02,BIOSTATI1,ISU00041,,,
2024/2025,semestre2,MLS,02,CLIBIOCHE2,ISU00041,13.0,10.0,
2024/2025,semestre2,MLS,02,CLINPATHO,ISU00041,12.0,12.25,
2024/2025,semestre2,MLS,02,ECONHEALT,ISU00041,11.0,11.0,
2024/2025,semestre2,MLS,02,HEMATOLOG,ISU00041,,,
2024/2025,semestre2,MLS,02,IEC2,ISU00041,,,
2024/2025,semestre2,MLS,02,IMMUNOLOG,ISU00041,,,
2024/2025,semestre2,MLS,02,MEDICENGL,ISU00041,,,
2024/2025,semestre2,MLS,02,MEDICENTO,ISU00041,,,
2024/2025,semestre2,MLS,02,MEDICFREN,ISU00041,,,
2024/2025,semestre2,MLS,02,MEDICMYCO,ISU00041,15.0,12.0,
2024/2025,semestre2,MLS,02,TECHNINFC,ISU00041,10.71,10.71,
2024/2025,semestre2,NUS,01,ANATAPHY2,ISU00054,14.0,14.0,
2024/2025,semestre2,NUS,01,ANATAPHY2,ISU00055,12.0,12.25,
2024/2025,semestre2,NUS,01,ANATAPHY2,ISU00057,,,
2024/2025,semestre2,NUS,01,APPROCHCA,ISU00054,15.0,15.0,
2024/2025,semestre2,NUS,01,APPROCHCA,ISU00055,11.0,11.0,
2024/2025,semestre2,NUS,01,APPROCHCA,ISU00057,8.0,8.0,
2024/2025,semestre2,NUS,01,DEMGRAPHY,ISU00054,11.0,10.0,
2024/2025,semestre2,NUS,01,DEMGRAPHY,ISU00055,12.0,10.0,
2024/2025,semestre2,NUS,01,DEMGRAPHY,ISU00057,12.0,,
2024/2025,semestre2,NUS,01,ENVIRHEAL,ISU00054,17.0,12.0,
2024/2025,semestre2,NUS,01,ENVIRHEAL,ISU00055,14.0,11.0,
2024/2025,semestre2,NUS,01,ENVIRHEAL,ISU00057,11.0,,
2024/2025,semestre2,NUS,01,EPIDEMIOL,ISU00054,11.0,10.0,
2024/2025,semestre2,NUS,01,EPIDEMIOL,ISU00055,12.0,10.0,
2024/2025,semestre2,NUS,01,EPIDEMIOL,ISU00057,12.0,,
2024/2025,semestre2,NUS,01,ETHMEDDEO,ISU00054,13.0,13.0,
2024/2025,semestre2,NUS,01,ETHMEDDEO,ISU00055,12.0,12.0,
2024/2025,semestre2,NUS,01,ETHMEDDEO,ISU00057,11.0,11.0,
2024/2025,semestre2,NUS,01,FIRSTAID1,ISU00054,,,
2024/2025,semestre2,NUS,01,FIRSTAID1,ISU00055,,,
2024/2025,semestre2,NUS,01,FIRSTAID1,ISU00057,,,
2024/2025,semestre2,NUS,01,MEDCOUPE2,ISU00054,,,
2024/2025,semestre2,NUS,01,MEDCOUPE2,ISU00055,,,
2024/2025,semestre2,NUS,01,MEDCOUPE2,ISU00057,,,
2024/2025,semestre2,NUS,01,MICROBIOA2,ISU00054,18.0,17.0,
2024/2025,semestre2,NUS,01,MICROBIOA2,ISU00055,13.0,11.0,
2024/2025,semestre2,NUS,01,MICROBIOA2,ISU00057,7.0,8.0,
2024/2025,semestre2,NUS,01,NURSINCAR,ISU00054,,,
2024/2025,semestre2,NUS,01,NURSINCAR,ISU00055,,,
2024/2025,semestre2,NUS,01,NURSINCAR,ISU00057,,,
2024/2025,semestre2,NUS,01,PLANNCARE,ISU00054,12.0,12.25,
2024/2025,semestre2,NUS,01,PLANNCARE,ISU00055,11.0,11.0,
2024/2025,semestre2,NUS,01,PLANNCARE,ISU00057,,,
2024/2025,semestre2,NUS,01,TECHNINFC,ISU00054,13.0,13.0,
2024/2025,semestre2,NUS,01,TECHNINFC,ISU00055,10.5,10.5,
2024/2025,semestre2,NUS,01,TECHNINFC,ISU00057,10.75,11.0,
2024/2025,semestre2,NUS,02,COMMUNITY,ISU00013,,,
2024/2025,semestre2,NUS,02,COMMUNITY,ISU00048,,,
2024/2025,semestre2,NUS,02,COMMUNITY,ISU00058,,,
2024/2025,semestre2,NUS,02,GYNEPATHO,ISU00013,,,
2024/2025,semestre2,NUS,02,GYNEPATHO,ISU00048,13.0,10.0,
2024/2025,semestre2,NUS,02,GYNEPATHO,ISU00058,10.0,8.0,
2024/2025,semestre2,NUS,02,HEALTHDEV,ISU00013,,,
2024/2025,semestre2,NUS,02,HEALTHDEV,ISU00048,,,
2024/2025,semestre2,NUS,02,HEALTHDEV,ISU00058,,,
2024/2025,semestre2,NUS,02,HUMNUTPAT,ISU00013,,,
2024/2025,semestre2,NUS,02,HUMNUTPAT,ISU00048,12.0,12.25,
2024/2025,semestre2,NUS,02,HUMNUTPAT,ISU00058,11.0,11.0,
2024/2025,semestre2,NUS,02,MEDICFREN,ISU00013,,,
2024/2025,semestre2,NUS,02,MEDICFREN,ISU00048,,,
2024/2025,semestre2,NUS,02,MEDICFREN,ISU00058,,,
2024/2025,semestre2,NUS,02,MEDIMAGIG,ISU00013,,,
2024/2025,semestre2,NUS,02,MEDIMAGIG,ISU00048,14.0,14.0,
2024/2025,semestre2,NUS,02,MEDIMAGIG,ISU00058,12.0,12.25,
2024/2025,semestre2,NUS,02,NUSCARASE,ISU00013,,,
2024/2025,semestre2,NUS,02,NUSCARASE,ISU00048,15.0,15.0,
2024/2025,semestre2,NUS,02,NUSCARASE,ISU00058,15.0,15.0,
2024/2025,semestre2,NUS,02,NUSCAREME,ISU00013,,,
2024/2025,semestre2,NUS,02,NUSCAREME,ISU00048,11.0,11.0,
2024/2025,semestre2,NUS,02,NUSCAREME,ISU00058,10.0,10.0,
2024/2025,semestre2,NUS,02,NUSCAROPR,ISU00013,,,
2024/2025,semestre2,NUS,02,NUSCAROPR,ISU00048,12.0,12.25,
2024/2025,semestre2,NUS,02,NUSCAROPR,ISU00058,10.0,10.0,
2024/2025,semestre2,NUS,02,OBSTRPATH,ISU00013,,,
2024/2025,semestre2,NUS,02,OBSTRPATH,ISU00048,17.0,10.0,
2024/2025,semestre2,NUS,02,OBSTRPATH,ISU00058,10.0,8.0,
2024/2025,semestre2,NUS,02,TECHNINFC,ISU00013,,,
2024/2025,semestre2,NUS,02,TECHNINFC,ISU00048,8.85,8.85,
2024/2025,semestre2,NUS,02,TECHNINFC,ISU00058,2.85,2.85,
2024/2025,semestre2,NUS,02,TECINFCO2,ISU00013,,,
2024/2025,semestre2,NUS,02,TECINFCO2,ISU00048,,,
2024/2025,semestre2,NUS,02,TECINFCO2,ISU00058,,,
2024/2025,semestre2,NUS,03,IMPLEMEN3,ISU00059,16.0,16.0,
2024/2025,semestre2,NUS,03,IMPLEMEN3,ISU00060,12.0,13.0,
2024/2025,semestre2,NUS,03,IMPLEMENT,ISU00059,13.0,11.0,
2024/2025,semestre2,NUS,03,IMPLEMENT,ISU00060,14.0,14.0,
2024/2025,semestre2,NUS,03,IMPPROSIT,ISU00059,10.0,11.0,
2024/2025,semestre2,NUS,03,IMPPROSIT,ISU00060,14.0,10.0,
2024/2025,semestre2,NUS,03,MEDICENGL,ISU00059,10.0,10.0,
2024/2025,semestre2,NUS,03,MEDICENGL,ISU00060,12.0,12.5,
2024/2025,semestre2,NUS,03,SCHOMEDEC,ISU00059,10.0,10.0,
2024/2025,semestre2,NUS,03,SCHOMEDEC,ISU00060,15.0,9.0,
2024/2025,semestre2,NUS,03,TECHCARPE,ISU00059,16.0,16.0,
2024/2025,semestre2,NUS,03,TECHCARPE,ISU00060,14.0,14.0,
2024/2025,semestre2,NUS,03,TECHCASPE,ISU00059,10.0,13.0,
2024/2025,semestre2,NUS,03,TECHCASPE,ISU00060,12.0,14.0,
2024/2025,semestre2,RES,02,ANAMATHE4,ISU00015,4.0,4.0,12.0
2024/2025,semestre2,RES,02,ANANUMSIG,ISU00015,12.0,10.0,
2024/2025,semestre2,RES,02,APPCLISER,ISU00015,11.0,11.0,
2024/2025,semestre2,RES,02,BASEDEDON,ISU00015,14.0,14.0,
2024/2025,semestre2,RES,02,INFORGEN2,ISU00015,10.0,10.0,
2024/2025,semestre2,RES,02,RESEATRAN,ISU00015,14.5,14.5,
2024/2025,semestre2,RES,02,RESEMOBIL,ISU00015,14.5,14.5,
2024/2025,semestre2,RES,02,RESLOCSAF,ISU00015,17.0,17.0,
2024/2025,semestre2,RES,02,STAGEPROF,ISU00015,17.0,17.0,
2024/2025,semestre2,RES,02,VEILLETEC,ISU00015,17.5,17.5,
2024/2025,semestre2,SFM,03,ASSURQUAL,ISU00011,11.0,11.5,
2024/2025,semestre2,SFM,03,ASSURQUAL,ISU00027,10.0,12.0,
2024/2025,semestre2,SFM,03,ASSURQUAL,ISU00032,12.5,10.25,
2024/2025,semestre2,SFM,03,ASSURQUAL,ISU00036,,,
2024/2025,semestre2,SFM,03,ASSURQUAL,ISU00046,10.0,10.5,
2024/2025,semestre2,SFM,03,EXPREANGL,ISU00011,11.0,11.0,
2024/2025,semestre2,SFM,03,EXPREANGL,ISU00027,14.0,14.0,
2024/2025,semestre2,SFM,03,EXPREANGL,ISU00032,13.0,13.0,
2024/2025,semestre2,SFM,03,EXPREANGL,ISU00036,,,
2024/2025,semestre2,SFM,03,EXPREANGL,ISU00046,10.0,10.0,
2024/2025,semestre2,SFM,03,FORMABILI,ISU00011,11.0,10.0,
2024/2025,semestre2,SFM,03,FORMABILI,ISU00027,12.0,13.0,
2024/2025,semestre2,SFM,03,FORMABILI,ISU00032,12.5,13.0,
2024/2025,semestre2,SFM,03,FORMABILI,ISU00036,,,
2024/2025,semestre2,SFM,03,FORMABILI,ISU00046,13.0,11.0,
2024/2025,semestre2,SFM,03,IMAGMEDIC,ISU00011,15.5,16.5,
