annee,codmes,codfil,codniv,codmat,codetu,cc,sn,ra
2025/2026,semestre2,BAT,01,ANGLAIS,ISU00117,,,
2025/2026,semestre2,BAT,01,ANGLAIS,ISU00147,,,
2025/2026,semestre2,BAT,01,APPLMATHS,ISU00091,,,
2025/2026,semestre2,BAT,01,APPLMATHS,ISU00117,,,
2025/2026,semestre2,BAT,01,APPLMATHS,ISU00147,,,
2025/2026,semestre2,BAT,01,BETOARME1,ISU00091,,,
2025/2026,semestre2,BAT,01,BETOARME1,ISU00117,,,
2025/2026,semestre2,BAT,01,BETOARME1,ISU00147,,,
2025/2026,semestre2,BAT,01,BUREAETUD,ISU00091,,,
2025/2026,semestre2,BAT,01,BUREAETUD,ISU00117,,,
2025/2026,semestre2,BAT,01,BUREAETUD,ISU00147,,,
2025/2026,semestre2,BAT,01,CHIMIE,ISU00091,,,
2025/2026,semestre2,BAT,01,CHIMIE,ISU00117,,,
2025/2026,semestre2,BAT,01,CHIMIE,ISU00147,,,
2025/2026,semestre2,BAT,01,DROITCIVI,ISU00091,,,
2025/2026,semestre2,BAT,01,DROITCIVI,ISU00117,,,
2025/2026,semestre2,BAT,01,DROITCIVI,ISU00147,,,
2025/2026,semestre2,BAT,01,ECOGESENT,ISU00091,,,
2025/2026,semestre2,BAT,01,ECOGESENT,ISU00117,,,
2025/2026,semestre2,BAT,01,ECOGESENT,ISU00147,,,
2025/2026,semestre2,BAT,01,ECONOGENE,ISU00091,,,
2025/2026,semestre2,BAT,01,ECONOGENE,ISU00117,,,
2025/2026,semestre2,BAT,01,ECONOGENE,ISU00147,,,
2025/2026,semestre2,BAT,01,ENTREPREN,ISU00091,,,
2025/2026,semestre2,BAT,01,ENTREPREN,ISU00117,,,
2025/2026,semestre2,BAT,01,ENTREPREN,ISU00147,,,
2025/2026,semestre2,BAT,01,FRANCAIS2,ISU00091,,,
2025/2026,semestre2,BAT,01,FRANCAIS2,ISU00117,,,
2025/2026,semestre2,BAT,01,FRANCAIS2,ISU00147,,,
2025/2026,semestre2,BAT,01,GEOTECHN,ISU00091,,,
2025/2026,semestre2,BAT,01,GEOTECHN,ISU00117,,,
2025/2026,semestre2,BAT,01,GEOTECHN,ISU00147,,,
2025/2026,semestre2,BAT,01,INFORGEN1,ISU00091,,,
2025/2026,semestre2,BAT,01,INFORGEN1,ISU00117,,,
2025/2026,semestre2,BAT,01,INFORGEN1,ISU00147,,,
2025/2026,semestre2,BAT,01,MATMATIQ2,ISU00091,,,
2025/2026,semestre2,BAT,01,MATMATIQ2,ISU00117,,,
2025/2026,semestre2,BAT,01,MATMATIQ2,ISU00147,,,
2025/2026,semestre2,BAT,01,OUVRAGART,ISU00091,,,
2025/2026,semestre2,BAT,01,OUVRAGART,ISU00117,,,
2025/2026,semestre2,BAT,01,OUVRAGART,ISU00147,,,
2025/2026,semestre2,BAT,01,PHYSIQUE1,ISU00091,,,
2025/2026,semestre2,BAT,01,PHYSIQUE1,ISU00117,,,
2025/2026,semestre2,BAT,01,PHYSIQUE1,ISU00147,,,
2025/2026,semestre2,BAT,01,PHYSIQUE2,ISU00091,,,
2025/2026,semestre2,BAT,01,PHYSIQUE2,ISU00117,,,
2025/2026,semestre2,BAT,01,PHYSIQUE2,ISU00147,,,
2025/2026,semestre2,BAT,01,PROGENCO2,ISU00091,,,
2025/2026,semestre2,BAT,01,PROGENCO2,ISU00117,,,
2025/2026,semestre2,BAT,01,PROGENCO2,ISU00147,,,
2025/2026,semestre2,BAT,01,PROJACADE,ISU00091,,,
2025/2026,semestre2,BAT,01,PROJACADE,ISU00117,,,
2025/2026,semestre2,BAT,01,PROJACADE,ISU00147,,,
2025/2026,semestre2,BAT,01,RESISMAT2,ISU00091,,,
2025/2026,semestre2,BAT,01,RESISMAT2,ISU00117,,,
2025/2026,semestre2,BAT,01,RESISMAT2,ISU00147,,,
2025/2026,semestre2,BAT,01,TOPOGRAP1,ISU00091,,,
2025/2026,semestre2,BAT,01,TOPOGRAP1,ISU00117,,,
2025/2026,semestre2,BAT,01,TOPOGRAP1,ISU00147,,,
2025/2026,semestre2,BTSET,01,CAOGENELC,ISU00079,,,
2025/2026,semestre2,BTSET,01,CAOGENELC,ISU00090,,,
2025/2026,semestre2,BTSET,01,CAOGENELC,ISU00112,,,
2025/2026,semestre2,BTSET,01,CAOGENELC,ISU00116,,,
2025/2026,semestre2,BTSET,01,CAOGENELC,ISU00125,,,
2025/2026,semestre2,BTSET,01,CHIMIE,ISU00079,,,
2025/2026,semestre2,BTSET,01,CHIMIE,ISU00090,,,
2025/2026,semestre2,BTSET,01,CHIMIE,ISU00112,,,
2025/2026,semestre2,BTSET,01,CHIMIE,ISU00116,,,
2025/2026,semestre2,BTSET,01,CHIMIE,ISU00125,,,
2025/2026,semestre2,BTSET,01,CHIMIE1,ISU00079,,,
2025/2026,semestre2,BTSET,01,CHIMIE1,ISU00090,,,
2025/2026,semestre2,BTSET,01,CHIMIE1,ISU00112,,,
2025/2026,semestre2,BTSET,01,CHIMIE1,ISU00116,,,
2025/2026,semestre2,BTSET,01,CHIMIE1,ISU00125,,,
2025/2026,semestre2,BTSET,01,COMDONNEE,ISU00079,,,
2025/2026,semestre2,BTSET,01,COMDONNEE,ISU00090,,,
2025/2026,semestre2,BTSET,01,COMDONNEE,ISU00112,,,
2025/2026,semestre2,BTSET,01,COMDONNEE,ISU00116,,,
2025/2026,semestre2,BTSET,01,COMDONNEE,ISU00125,,,
2025/2026,semestre2,BTSET,01,COMPTABIL,ISU00079,,,
2025/2026,semestre2,BTSET,01,COMPTABIL,ISU00090,,,
2025/2026,semestre2,BTSET,01,COMPTABIL,ISU00112,,,
2025/2026,semestre2,BTSET,01,COMPTABIL,ISU00116,,,
2025/2026,semestre2,BTSET,01,COMPTABIL,ISU00125,,,
2025/2026,semestre2,BTSET,01,COMUDONNE,ISU00079,,,
2025/2026,semestre2,BTSET,01,COMUDONNE,ISU00090,,,
2025/2026,semestre2,BTSET,01,COMUDONNE,ISU00112,,,
2025/2026,semestre2,BTSET,01,COMUDONNE,ISU00116,,,
2025/2026,semestre2,BTSET,01,COMUDONNE,ISU00125,,,
2025/2026,semestre2,BTSET,01,DROITCIVI,ISU00079,,,
2025/2026,semestre2,BTSET,01,DROITCIVI,ISU00090,,,
2025/2026,semestre2,BTSET,01,DROITCIVI,ISU00112,,,
2025/2026,semestre2,BTSET,01,DROITCIVI,ISU00116,,,
2025/2026,semestre2,BTSET,01,DROITCIVI,ISU00125,,,
2025/2026,semestre2,BTSET,01,ECOORGENT,ISU00079,,,
2025/2026,semestre2,BTSET,01,ECOORGENT,ISU00090,,,
2025/2026,semestre2,BTSET,01,ECOORGENT,ISU00112,,,
2025/2026,semestre2,BTSET,01,ECOORGENT,ISU00116,,,
2025/2026,semestre2,BTSET,01,ECOORGENT,ISU00125,,,
2025/2026,semestre2,BTSET,01,ELECNUME1,ISU00079,,,
2025/2026,semestre2,BTSET,01,ELECNUME1,ISU00090,,,
2025/2026,semestre2,BTSET,01,ELECNUME1,ISU00112,,,
2025/2026,semestre2,BTSET,01,ELECNUME1,ISU00116,,,
2025/2026,semestre2,BTSET,01,ELECNUME1,ISU00125,,,
2025/2026,semestre2,BTSET,01,ELECTANA2,ISU00079,,,
2025/2026,semestre2,BTSET,01,ELECTANA2,ISU00090,,,
2025/2026,semestre2,BTSET,01,ELECTANA2,ISU00112,,,
2025/2026,semestre2,BTSET,01,ELECTANA2,ISU00116,,,
2025/2026,semestre2,BTSET,01,ELECTANA2,ISU00125,,,
2025/2026,semestre2,BTSET,01,ELECTRONF2,ISU00079,,,
2025/2026,semestre2,BTSET,01,ELECTRONF2,ISU00090,,,
2025/2026,semestre2,BTSET,01,ELECTRONF2,ISU00112,,,
2025/2026,semestre2,BTSET,01,ELECTRONF2,ISU00116,,,
2025/2026,semestre2,BTSET,01,ELECTRONF2,ISU00125,,,
2025/2026,semestre2,BTSET,01,ELECTROPU1,ISU00079,,,
2025/2026,semestre2,BTSET,01,ELECTROPU1,ISU00090,,,
2025/2026,semestre2,BTSET,01,ELECTROPU1,ISU00112,,,
2025/2026,semestre2,BTSET,01,ELECTROPU1,ISU00116,,,
2025/2026,semestre2,BTSET,01,ELECTROPU1,ISU00125,,,
2025/2026,semestre2,BTSET,01,ENTREPREN,ISU00079,,,
2025/2026,semestre2,BTSET,01,ENTREPREN,ISU00090,,,
2025/2026,semestre2,BTSET,01,ENTREPREN,ISU00112,,,
2025/2026,semestre2,BTSET,01,ENTREPREN,ISU00116,,,
2025/2026,semestre2,BTSET,01,ENTREPREN,ISU00125,,,
2025/2026,semestre2,BTSET,01,EXPREANGL,ISU00079,,,
2025/2026,semestre2,BTSET,01,EXPREANGL,ISU00090,,,
2025/2026,semestre2,BTSET,01,EXPREANGL,ISU00112,,,
2025/2026,semestre2,BTSET,01,EXPREANGL,ISU00116,,,
2025/2026,semestre2,BTSET,01,EXPREANGL,ISU00125,,,
2025/2026,semestre2,BTSET,01,INFORGEN1,ISU00079,,,
2025/2026,semestre2,BTSET,01,INFORGEN1,ISU00090,,,
2025/2026,semestre2,BTSET,01,INFORGEN1,ISU00112,,,
2025/2026,semestre2,BTSET,01,INFORGEN1,ISU00116,,,
2025/2026,semestre2,BTSET,01,INFORGEN1,ISU00125,,,
2025/2026,semestre2,BTSET,01,INFORMATP,ISU00079,,,
2025/2026,semestre2,BTSET,01,INFORMATP,ISU00090,,,
2025/2026,semestre2,BTSET,01,INFORMATP,ISU00112,,,
2025/2026,semestre2,BTSET,01,INFORMATP,ISU00116,,,
2025/2026,semestre2,BTSET,01,INFORMATP,ISU00125,,,
2025/2026,semestre2,BTSET,01,MACHIELCT,ISU00079,,,
2025/2026,semestre2,BTSET,01,MACHIELCT,ISU00090,,,
2025/2026,semestre2,BTSET,01,MACHIELCT,ISU00112,,,
2025/2026,semestre2,BTSET,01,MACHIELCT,ISU00116,,,
2025/2026,semestre2,BTSET,01,MACHIELCT,ISU00125,,,
2025/2026,semestre2,BTSET,01,MACHIELEC,ISU00079,,,
2025/2026,semestre2,BTSET,01,MACHIELEC,ISU00090,,,
2025/2026,semestre2,BTSET,01,MACHIELEC,ISU00112,,,
2025/2026,semestre2,BTSET,01,MACHIELEC,ISU00116,,,
2025/2026,semestre2,BTSET,01,MACHIELEC,ISU00125,,,
2025/2026,semestre2,BTSET,01,MATMATIQ2,ISU00079,,,
2025/2026,semestre2,BTSET,01,MATMATIQ2,ISU00090,,,
2025/2026,semestre2,BTSET,01,MATMATIQ2,ISU00112,,,
2025/2026,semestre2,BTSET,01,MATMATIQ2,ISU00116,,,
2025/2026,semestre2,BTSET,01,MATMATIQ2,ISU00125,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE1,ISU00079,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE1,ISU00090,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE1,ISU00112,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE1,ISU00116,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE1,ISU00125,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE2,ISU00079,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE2,ISU00090,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE2,ISU00112,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE2,ISU00116,,,
2025/2026,semestre2,BTSET,01,PHYSIQUE2,ISU00125,,,
2025/2026,semestre2,BTSET,01,TECHMESUR,ISU00079,,,
2025/2026,semestre2,BTSET,01,TECHMESUR,ISU00090,,,
2025/2026,semestre2,BTSET,01,TECHMESUR,ISU00112,,,
2025/2026,semestre2,BTSET,01,TECHMESUR,ISU00116,,,
2025/2026,semestre2,BTSET,01,TECHMESUR,ISU00125,,,
2025/2026,semestre2,BTSET,01,TRAITSIGN,ISU00079,,,
2025/2026,semestre2,BTSET,01,TRAITSIGN,ISU00090,,,
2025/2026,semestre2,BTSET,01,TRAITSIGN,ISU00112,,,
2025/2026,semestre2,BTSET,01,TRAITSIGN,ISU00116,,,
2025/2026,semestre2,BTSET,01,TRAITSIGN,ISU00125,,,
2025/2026,semestre2,BTSET,01,TRAVPRA,ISU00079,,,
2025/2026,semestre2,BTSET,01,TRAVPRA,ISU00090,,,
2025/2026,semestre2,BTSET,01,TRAVPRA,ISU00112,,,
2025/2026,semestre2,BTSET,01,TRAVPRA,ISU00116,,,
2025/2026,semestre2,BTSET,01,TRAVPRA,ISU00125,,,
2025/2026,semestre2,BTSET,01,TRAVPRATQ,ISU00079,,,
2025/2026,semestre2,BTSET,01,TRAVPRATQ,ISU00090,,,
2025/2026,semestre2,BTSET,01,TRAVPRATQ,ISU00112,,,
2025/2026,semestre2,BTSET,01,TRAVPRATQ,ISU00116,,,
2025/2026,semestre2,BTSET,01,TRAVPRATQ,ISU00125,,,
2025/2026,semestre2,BTSET,02,ASSERVISS,ISU00020,,,
2025/2026,semestre2,BTSET,02,ECOORGENT,ISU00020,,,
2025/2026,semestre2,BTSET,02,ENTREPREN,ISU00020,,,
2025/2026,semestre2,BTSET,02,INSELEAPP,ISU00020,,,
2025/2026,semestre2,BTSET,02,MATMATIQ3,ISU00020,,,
2025/2026,semestre2,BTSET,02,MATMATIQ4,ISU00020,,,
2025/2026,semestre2,BTSET,02,RESINDUST,ISU00020,,,
2025/2026,semestre2,BTSET,02,STAGEPROF,ISU00020,,,
2025/2026,semestre2,BTSET,02,TPMACELE2,ISU00020,,,
2025/2026,semestre2,CFPACB,01,BIOCHIMIE,ISU00109,,,
2025/2026,semestre2,CFPACB,01,CONTALIME,ISU00109,,,
2025/2026,semestre2,CFPACB,01,IEC,ISU00109,,,
2025/2026,semestre2,CFPACB,01,MEMOSEMIN,ISU00109,,,
2025/2026,semestre2,CFPACB,01,MUCOLOGIE,ISU00109,,,
2025/2026,semestre2,CFPACB,01,PSS,ISU00109,,,
2025/2026,semestre2,CFPACB,01,PSYCHOLOG,ISU00109,,,
2025/2026,semestre2,CFPACB,01,SANTECOMM,ISU00109,,,
2025/2026,semestre2,CFPACB,01,SOININFIM,ISU00109,,,
2025/2026,semestre2,CFPACB,01,STAGEPROF,ISU00109,,,
2025/2026,semestre2,CFPACB,01,TOXICOLOG,ISU00109,,,
2025/2026,semestre2,CFPACB,01,TPBIOCHIM,ISU00109,,,
2025/2026,semestre2,CFPACB,01,TPIMMUNOL,ISU00109,,,
2025/2026,semestre2,CFPACB,01,TPPARASIT,ISU00109,,,
2025/2026,semestre2,CFPACM,01,ANGLAIS,ISU00103,,,
2025/2026,semestre2,CFPACM,01,ANGLAIS,ISU00164,,,
2025/2026,semestre2,CFPACM,01,ANGLAIS,ISU00166,,,
2025/2026,semestre2,CFPACM,01,ANGLAIS,ISU00167,,,
2025/2026,semestre2,CFPACM,01,DROITTRAV,ISU00103,,,
2025/2026,semestre2,CFPACM,01,DROITTRAV,ISU00164,,,
2025/2026,semestre2,CFPACM,01,DROITTRAV,ISU00166,,,
2025/2026,semestre2,CFPACM,01,DROITTRAV,ISU00167,,,
2025/2026,semestre2,CFPACM,01,ETHIQDEON,ISU00103,,,
2025/2026,semestre2,CFPACM,01,ETHIQDEON,ISU00164,,,
2025/2026,semestre2,CFPACM,01,ETHIQDEON,ISU00166,,,
2025/2026,semestre2,CFPACM,01,ETHIQDEON,ISU00167,,,
2025/2026,semestre2,CFPACM,01,FRANCAIS2,ISU00103,,,
2025/2026,semestre2,CFPACM,01,FRANCAIS2,ISU00164,,,
2025/2026,semestre2,CFPACM,01,FRANCAIS2,ISU00166,,,
2025/2026,semestre2,CFPACM,01,FRANCAIS2,ISU00167,,,
2025/2026,semestre2,CFPACM,01,MEDEMEDIC,ISU00103,,,
2025/2026,semestre2,CFPACM,01,MEDEMEDIC,ISU00164,,,
2025/2026,semestre2,CFPACM,01,MEDEMEDIC,ISU00166,,,
2025/2026,semestre2,CFPACM,01,MEDEMEDIC,ISU00167,,,
2025/2026,semestre2,CFPACM,01,OBSTOIAPP,ISU00103,,,
2025/2026,semestre2,CFPACM,01,OBSTOIAPP,ISU00164,,,
2025/2026,semestre2,CFPACM,01,OBSTOIAPP,ISU00166,,,
2025/2026,semestre2,CFPACM,01,OBSTOIAPP,ISU00167,,,
2025/2026,semestre2,CFPACM,01,PUESOIAPP,ISU00103,,,
2025/2026,semestre2,CFPACM,01,PUESOIAPP,ISU00164,,,
2025/2026,semestre2,CFPACM,01,PUESOIAPP,ISU00166,,,
2025/2026,semestre2,CFPACM,01,PUESOIAPP,ISU00167,,,
2025/2026,semestre2,CFPACM,01,SANTEPUBL,ISU00103,,,
2025/2026,semestre2,CFPACM,01,SANTEPUBL,ISU00164,,,
2025/2026,semestre2,CFPACM,01,SANTEPUBL,ISU00166,,,
2025/2026,semestre2,CFPACM,01,SANTEPUBL,ISU00167,,,
2025/2026,semestre2,CFPACM,01,SEMIOOBST,ISU00103,,,
2025/2026,semestre2,CFPACM,01,SEMIOOBST,ISU00164,,,
2025/2026,semestre2,CFPACM,01,SEMIOOBST,ISU00166,,,
2025/2026,semestre2,CFPACM,01,SEMIOOBST,ISU00167,,,
2025/2026,semestre2,CFPACM,01,SOININFIM,ISU00103,,,
2025/2026,semestre2,CFPACM,01,SOININFIM,ISU00164,,,
2025/2026,semestre2,CFPACM,01,SOININFIM,ISU00166,,,
2025/2026,semestre2,CFPACM,01,SOININFIM,ISU00167,,,
2025/2026,semestre2,CFPACM,01,SOINSCHIR,ISU00103,,,
2025/2026,semestre2,CFPACM,01,SOINSCHIR,ISU00164,,,
2025/2026,semestre2,CFPACM,01,SOINSCHIR,ISU00166,,,
2025/2026,semestre2,CFPACM,01,SOINSCHIR,ISU00167,,,
2025/2026,semestre2,CFPACM,01,TECHLABOR,ISU00103,,,
2025/2026,semestre2,CFPACM,01,TECHLABOR,ISU00164,,,
2025/2026,semestre2,CFPACM,01,TECHLABOR,ISU00166,,,
2025/2026,semestre2,CFPACM,01,TECHLABOR,ISU00167,,,
2025/2026,semestre2,CFPISA,01,ENTEREPAR,ISU00169,,,
2025/2026,semestre2,CFPISA,01,STAGEPROF,ISU00169,,,
2025/2026,semestre2,CGE,01,COUPARSE1,ISU00094,,,
2025/2026,semestre2,CGE,01,COUPARSE1,ISU00107,,,
2025/2026,semestre2,CGE,01,COUPARSE1,ISU00113,,,
2025/2026,semestre2,CGE,01,COUPARSE2,ISU00094,,,
2025/2026,semestre2,CGE,01,COUPARSE2,ISU00107,,,
2025/2026,semestre2,CGE,01,COUPARSE2,ISU00113,,,
2025/2026,semestre2,CGE,01,CPTASSOR2,ISU00094,,,
2025/2026,semestre2,CGE,01,CPTASSOR2,ISU00107,,,
2025/2026,semestre2,CGE,01,CPTASSOR2,ISU00113,,,
2025/2026,semestre2,CGE,01,ECONOGENE,ISU00094,,,
2025/2026,semestre2,CGE,01,ECONOGENE,ISU00107,,,
2025/2026,semestre2,CGE,01,ECONOGENE,ISU00113,,,
2025/2026,semestre2,CGE,01,ECOORGENT,ISU00094,,,
2025/2026,semestre2,CGE,01,ECOORGENT,ISU00107,,,
2025/2026,semestre2,CGE,01,ECOORGENT,ISU00113,,,
2025/2026,semestre2,CGE,01,INFORGEN2,ISU00094,,,
2025/2026,semestre2,CGE,01,INFORGEN2,ISU00107,,,
2025/2026,semestre2,CGE,01,INFORGEN2,ISU00113,,,
2025/2026,semestre2,CGE,01,INTANAFI2,ISU00094,,,
2025/2026,semestre2,CGE,01,INTANAFI2,ISU00107,,,
2025/2026,semestre2,CGE,01,INTANAFI2,ISU00113,,,
2025/2026,semestre2,CGE,01,MATHFINA2,ISU00094,,,
2025/2026,semestre2,CGE,01,MATHFINA2,ISU00107,,,
2025/2026,semestre2,CGE,01,MATHFINA2,ISU00113,,,
2025/2026,semestre2,CGE,01,MATMATIQ2,ISU00094,,,
2025/2026,semestre2,CGE,01,MATMATIQ2,ISU00107,,,
2025/2026,semestre2,CGE,01,MATMATIQ2,ISU00113,,,
2025/2026,semestre2,CGE,01,OPECOURT1,ISU00094,,,
2025/2026,semestre2,CGE,01,OPECOURT1,ISU00107,,,
2025/2026,semestre2,CGE,01,OPECOURT1,ISU00113,,,
2025/2026,semestre2,CGE,01,STATISTI2,ISU00094,,,
2025/2026,semestre2,CGE,01,STATISTI2,ISU00107,,,
2025/2026,semestre2,CGE,01,STATISTI2,ISU00113,,,
2025/2026,semestre2,CGE,01,TVAIRPP,ISU00094,,,
2025/2026,semestre2,CGE,01,TVAIRPP,ISU00107,,,
2025/2026,semestre2,CGE,01,TVAIRPP,ISU00113,,,
2025/2026,semestre2,CHS,01,ANACONSTR,ISU00123,,,
2025/2026,semestre2,CHS,01,ANACONSTR,ISU00138,,,
2025/2026,semestre2,CHS,01,ANACONSTR,ISU00145,,,
2025/2026,semestre2,CHS,01,ANAFABRIC,ISU00123,,,
2025/2026,semestre2,CHS,01,ANAFABRIC,ISU00138,,,
2025/2026,semestre2,CHS,01,ANAFABRIC,ISU00145,,,
2025/2026,semestre2,CHS,01,CHIMIE1,ISU00123,,,
2025/2026,semestre2,CHS,01,CHIMIE1,ISU00138,,,
2025/2026,semestre2,CHS,01,CHIMIE1,ISU00145,,,
2025/2026,semestre2,CHS,01,CREATENTR,ISU00123,,,
2025/2026,semestre2,CHS,01,CREATENTR,ISU00138,,,
2025/2026,semestre2,CHS,01,CREATENTR,ISU00145,,,
2025/2026,semestre2,CHS,01,DESASSOR1,ISU00123,,,
2025/2026,semestre2,CHS,01,DESASSOR1,ISU00138,,,
2025/2026,semestre2,CHS,01,DESASSOR1,ISU00145,,,
2025/2026,semestre2,CHS,01,ECOORGENT,ISU00123,,,
2025/2026,semestre2,CHS,01,ECOORGENT,ISU00138,,,
2025/2026,semestre2,CHS,01,ECOORGENT,ISU00145,,,
2025/2026,semestre2,CHS,01,EDUCIVETH,ISU00123,,,
2025/2026,semestre2,CHS,01,EDUCIVETH,ISU00138,,,
2025/2026,semestre2,CHS,01,EDUCIVETH,ISU00145,,,
2025/2026,semestre2,CHS,01,GEODESCRI,ISU00123,,,
2025/2026,semestre2,CHS,01,GEODESCRI,ISU00138,,,
2025/2026,semestre2,CHS,01,GEODESCRI,ISU00145,,,
2025/2026,semestre2,CHS,01,MATMATIQ2,ISU00123,,,
2025/2026,semestre2,CHS,01,MATMATIQ2,ISU00138,,,
2025/2026,semestre2,CHS,01,MATMATIQ2,ISU00145,,,
2025/2026,semestre2,CHS,01,METALLOGR,ISU00123,,,
2025/2026,semestre2,CHS,01,METALLOGR,ISU00138,,,
2025/2026,semestre2,CHS,01,METALLOGR,ISU00145,,,
2025/2026,semestre2,CHS,01,METALLURG,ISU00123,,,
2025/2026,semestre2,CHS,01,METALLURG,ISU00138,,,
2025/2026,semestre2,CHS,01,METALLURG,ISU00145,,,
2025/2026,semestre2,CHS,01,PHYSIQUE1,ISU00123,,,
2025/2026,semestre2,CHS,01,PHYSIQUE1,ISU00138,,,
2025/2026,semestre2,CHS,01,PHYSIQUE1,ISU00145,,,
2025/2026,semestre2,CHS,01,PHYSIQUE2,ISU00123,,,
2025/2026,semestre2,CHS,01,PHYSIQUE2,ISU00138,,,
2025/2026,semestre2,CHS,01,PHYSIQUE2,ISU00145,,,
2025/2026,semestre2,CHS,01,RESISMAT1,ISU00123,,,
2025/2026,semestre2,CHS,01,RESISMAT1,ISU00138,,,
2025/2026,semestre2,CHS,01,RESISMAT1,ISU00145,,,
2025/2026,semestre2,CHS,01,TECMISOEU,ISU00123,,,
2025/2026,semestre2,CHS,01,TECMISOEU,ISU00138,,,
2025/2026,semestre2,CHS,01,TECMISOEU,ISU00145,,,
2025/2026,semestre2,GTO,01,CALTOPME2,ISU00097,,,
2025/2026,semestre2,GTO,01,CARTOGRA2,ISU00097,,,
2025/2026,semestre2,GTO,01,CHIMIE1,ISU00097,,,
2025/2026,semestre2,GTO,01,DESSINTE2,ISU00097,,,
2025/2026,semestre2,GTO,01,EDUCIVETH,ISU00097,,,
2025/2026,semestre2,GTO,01,ENTREPREN,ISU00097,,,
2025/2026,semestre2,GTO,01,GPS II,ISU00097,,,
2025/2026,semestre2,GTO,01,MATMATIQ2,ISU00097,,,
2025/2026,semestre2,GTO,01,PHOTOGRA2,ISU00097,,,
2025/2026,semestre2,GTO,01,PHYSIQUE1,ISU00097,,,
2025/2026,semestre2,GTO,01,PHYSIQUE2,ISU00097,,,
2025/2026,semestre2,GTO,01,REGFONDOM,ISU00097,,,
2025/2026,semestre2,GTO,01,TECHTOPO2,ISU00097,,,
2025/2026,semestre2,IGL,01,ALGBOOCIR,ISU00088,,,
2025/2026,semestre2,IGL,01,ALGBOOCIR,ISU00135,,,
2025/2026,semestre2,IGL,01,CHIMIE1,ISU00088,,,
2025/2026,semestre2,IGL,01,CHIMIE1,ISU00135,,,
2025/2026,semestre2,IGL,01,COMPTAGEN,ISU00088,,,
2025/2026,semestre2,IGL,01,COMPTAGEN,ISU00135,,,
2025/2026,semestre2,IGL,01,ECOORGENT,ISU00088,,,
2025/2026,semestre2,IGL,01,ECOORGENT,ISU00135,,,
2025/2026,semestre2,IGL,01,INSMAIMAT,ISU00088,,,
2025/2026,semestre2,IGL,01,INSMAIMAT,ISU00135,,,
2025/2026,semestre2,IGL,01,INTBASDON,ISU00088,,,
2025/2026,semestre2,IGL,01,INTBASDON,ISU00135,,,
2025/2026,semestre2,IGL,01,MINPROINF,ISU00088,,,
2025/2026,semestre2,IGL,01,MINPROINF,ISU00135,,,
2025/2026,semestre2,IGL,01,NEGINFORM,ISU00088,,,
2025/2026,semestre2,IGL,01,NEGINFORM,ISU00135,,,
2025/2026,semestre2,IGL,01,PROGEVEN1,ISU00088,,,
2025/2026,semestre2,IGL,01,PROGEVEN1,ISU00135,,,
2025/2026,semestre2,IGL,01,PROGRWEB1,ISU00088,,,
2025/2026,semestre2,IGL,01,PROGRWEB1,ISU00135,,,
2025/2026,semestre2,IGL,01,PROGSTRUC,ISU00088,,,
2025/2026,semestre2,IGL,01,PROGSTRUC,ISU00135,,,
2025/2026,semestre2,IGL,01,STATDESCR,ISU00088,,,
2025/2026,semestre2,IGL,01,STATDESCR,ISU00135,,,
2025/2026,semestre2,IGL,01,SYSTEXPL1,ISU00088,,,
2025/2026,semestre2,IGL,01,SYSTEXPL1,ISU00135,,,
2025/2026,semestre2,IGL,01,SYSTINFO2,ISU00088,,,
2025/2026,semestre2,IGL,01,SYSTINFO2,ISU00135,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00077,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00087,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00095,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00102,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00110,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00118,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00137,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00146,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00153,,,
2025/2026,semestre2,ISA,01,CHIMIE1,ISU00160,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00077,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00087,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00095,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00102,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00110,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00118,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00137,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00146,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00153,,,
2025/2026,semestre2,ISA,01,DISENEELE,ISU00160,,,
