codmes,codsem,typjour,jour,codpro,budget,realise,ecart
semestre2,S260126-010226,Vendredi,05,JOKAMGA,4,0,4.0
semestre2,S260126-010226,Vendredi,05,KUFOTSO,8,8,0.0
semestre2,S260126-010226,Vendredi,05,MADJONGOU,8,0,8.0
semestre2,S260126-010226,Vendredi,05,ROMASSOG,8,0,8.0
semestre2,S260126-010226,Vendredi,05,TAKENGNE,4,0,4.0
semestre2,S260126-010226,Vendredi,05,YVFOTSO,4,4,0.0
semestre1,S291225-040126,Lundi,01,BIWALVEDE,4,0,4.0
semestre1,S291225-040126,Lundi,01,CHGOMA,8,0,8.0
semestre1,S291225-040126,Lundi,01,HUCHEDJOU,4,4,0.0
semestre1,S291225-040126,Lundi,01,JUMALAVAYE,8,7,1.0
semestre1,S291225-040126,Lundi,01,YVFOTSO,8,7,1.0
semestre1,S291225-040126,Lundi,01,ZIKOM,4,4,0.0
semestre1,S291225-040126,Mardi,02,CATAMNE,4,3,1.0
semestre1,S291225-040126,Mardi,02,DJAMINOU,4,4,0.0
semestre1,S291225-040126,Mardi,02,FRHAIDAMAI,4,0,4.0
semestre1,S291225-040126,Mardi,02,HANGOMSI,8,7,1.0
semestre1,S291225-040126,Mardi,02,HSBIBOUM,8,0,8.0
semestre1,S291225-040126,Mardi,02,KUFOTSO,8,8,0.0
semestre1,S291225-040126,Mardi,02,RAYAMBOP,4,3,1.0
semestre1,S291225-040126,Mardi,02,ROMASSOG,8,4,4.0
semestre1,S291225-040126,Samedi,06,ACLADJOU,4,4,0.0
semestre1,S291225-040126,Samedi,06,HANGOMSI,4,0,4.0
semestre1,S291225-040126,Samedi,06,JOKAMGA,4,0,4.0
semestre1,S291225-040126,Samedi,06,ROMASSOG,4,0,4.0
