annee,codsem,codfil,codniv,typjour,heure,codpro,codmat
2024/2025,S170225-230225,SIN,03,Lundi,13,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Lundi,14,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Lundi,15,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Lundi,16,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mardi,08,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mardi,09,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mardi,10,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mardi,11,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mardi,13,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mardi,14,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mardi,15,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mardi,16,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mercredi,08,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mercredi,09,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mercredi,10,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mercredi,11,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mercredi,13,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mercredi,14,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mercredi,15,PREPARASN,PRESESNOR
2024/2025,S170225-230225,SIN,03,Mercredi,16,PREPARASN,PRESESNOR
2024/2025,S170325-230325,BAT,02,Lundi,08,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,BAT,02,Lundi,09,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,BAT,02,Lundi,10,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,BAT,02,Lundi,11,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,BAT,02,Lundi,13,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,BAT,02,Lundi,14,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,BAT,02,Lundi,15,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,BAT,02,Lundi,16,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,BAT,02,Mardi,08,CLTIMENE,TOPOGRAP2
2024/2025,S170325-230325,BAT,02,Mardi,09,CLTIMENE,TOPOGRAP2
2024/2025,S170325-230325,BAT,02,Mardi,10,CLTIMENE,TOPOGRAP2
2024/2025,S170325-230325,BAT,02,Mardi,11,CLTIMENE,TOPOGRAP2
2024/2025,S170325-230325,BAT,02,Mardi,13,CLTIMENE,TOPOGRAP2
2024/2025,S170325-230325,BAT,02,Mardi,14,CLTIMENE,TOPOGRAP2
2024/2025,S170325-230325,BAT,02,Mardi,15,CLTIMENE,TOPOGRAP2
2024/2025,S170325-230325,BAT,02,Mardi,16,CLTIMENE,TOPOGRAP2
2024/2025,S170325-230325,BAT,02,Mercredi,08,GANOUGUE,ESSAILABO
2024/2025,S170325-230325,BAT,02,Mercredi,09,GANOUGUE,ESSAILABO
2024/2025,S170325-230325,BAT,02,Mercredi,10,GANOUGUE,ESSAILABO
2024/2025,S170325-230325,BAT,02,Mercredi,11,GANOUGUE,ESSAILABO
2024/2025,S170325-230325,BAT,02,Mercredi,13,GANOUGUE,ESSAILABO
2024/2025,S170325-230325,BAT,02,Mercredi,14,GANOUGUE,ESSAILABO
2024/2025,S170325-230325,BAT,02,Mercredi,15,GANOUGUE,ESSAILABO
2024/2025,S170325-230325,BAT,02,Mercredi,16,GANOUGUE,ESSAILABO
2024/2025,S170325-230325,BAT,02,Samedi,08,KUFOTSO,RESISMAT3
2024/2025,S170325-230325,BAT,02,Samedi,09,KUFOTSO,RESISMAT3
2024/2025,S170325-230325,BAT,02,Samedi,10,KUFOTSO,RESISMAT3
2024/2025,S170325-230325,BAT,02,Samedi,11,KUFOTSO,RESISMAT3
2024/2025,S170325-230325,BAT,02,Samedi,13,KUFOTSO,RESISMAT3
2024/2025,S170325-230325,BAT,02,Samedi,14,KUFOTSO,RESISMAT3
2024/2025,S170325-230325,BAT,02,Samedi,15,KUFOTSO,RESISMAT3
2024/2025,S170325-230325,BAT,02,Samedi,16,KUFOTSO,RESISMAT3
2024/2025,S170325-230325,BST,01,Lundi,08,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,BST,01,Lundi,09,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,BST,01,Lundi,10,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,BST,01,Lundi,11,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,BST,01,Mardi,08,DENDIFON,GEOTECHNI
2024/2025,S170325-230325,BST,01,Mardi,09,DENDIFON,GEOTECHNI
2024/2025,S170325-230325,BST,01,Mardi,10,DENDIFON,GEOTECHNI
2024/2025,S170325-230325,BST,01,Mardi,11,DENDIFON,GEOTECHNI
2024/2025,S170325-230325,BST,01,Mardi,13,DENDIFON,GEOTECHNI
2024/2025,S170325-230325,BST,01,Mardi,14,DENDIFON,GEOTECHNI
2024/2025,S170325-230325,BST,01,Mardi,15,DENDIFON,GEOTECHNI
2024/2025,S170325-230325,BST,01,Mardi,16,DENDIFON,GEOTECHNI
2024/2025,S170325-230325,BST,01,Mercredi,13,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,BST,01,Mercredi,14,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,BST,01,Mercredi,15,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,BST,01,Mercredi,16,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,BST,01,Vendredi,08,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,BST,01,Vendredi,09,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,BST,01,Vendredi,10,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,BST,01,Vendredi,11,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,BST,01,Vendredi,13,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,BST,01,Vendredi,14,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,BST,01,Vendredi,15,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,BST,01,Vendredi,16,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,BTSET,01,Lundi,08,CHGOMA,ELECTROPU1
2024/2025,S170325-230325,BTSET,01,Lundi,09,CHGOMA,ELECTROPU1
2024/2025,S170325-230325,BTSET,01,Lundi,10,CHGOMA,ELECTROPU1
2024/2025,S170325-230325,BTSET,01,Lundi,11,CHGOMA,ELECTROPU1
2024/2025,S170325-230325,BTSET,01,Mardi,08,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Mardi,09,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Mardi,10,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Mardi,11,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Mardi,13,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Mardi,14,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Mardi,15,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Mardi,16,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Mercredi,08,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Mercredi,09,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Mercredi,10,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Mercredi,11,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Mercredi,13,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Mercredi,14,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Mercredi,15,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Mercredi,16,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Samedi,08,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Samedi,09,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Samedi,10,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Samedi,11,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Samedi,13,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Samedi,14,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Samedi,15,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Samedi,16,ROMASSOG,MACHIELEC
2024/2025,S170325-230325,BTSET,01,Vendredi,08,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Vendredi,09,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Vendredi,10,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Vendredi,11,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Vendredi,13,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Vendredi,14,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Vendredi,15,FRMBA,TRAITSIGN
2024/2025,S170325-230325,BTSET,01,Vendredi,16,FRMBA,TRAITSIGN
2024/2025,S170325-230325,ELN,02,Jeudi,08,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Jeudi,09,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Jeudi,10,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Jeudi,11,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Jeudi,13,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Jeudi,14,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Jeudi,15,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Jeudi,16,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Lundi,13,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,ELN,02,Lundi,14,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,ELN,02,Lundi,15,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,ELN,02,Lundi,16,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,ELN,02,Mardi,13,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Mardi,14,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Mardi,15,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Mardi,16,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,ELN,02,Mercredi,08,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,ELN,02,Mercredi,09,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,ELN,02,Mercredi,10,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,ELN,02,Mercredi,11,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,ELN,02,Mercredi,13,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,ELN,02,Mercredi,14,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,ELN,02,Mercredi,15,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,ELN,02,Mercredi,16,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,FCL,01,Jeudi,08,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Jeudi,09,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Jeudi,10,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Jeudi,11,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Jeudi,13,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Jeudi,14,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Jeudi,15,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Jeudi,16,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Lundi,08,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Lundi,09,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Lundi,10,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Lundi,11,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Lundi,13,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Lundi,14,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Lundi,15,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Lundi,16,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Mardi,08,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Mardi,09,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Mardi,10,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Mardi,11,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Samedi,08,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Samedi,09,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Samedi,10,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Samedi,11,MADJONGOU,AUTOFRIGO
2024/2025,S170325-230325,FCL,01,Vendredi,08,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Vendredi,09,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Vendredi,10,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Vendredi,11,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Vendredi,13,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Vendredi,14,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Vendredi,15,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,FCL,01,Vendredi,16,CATAMNE,CLIMAVENT
2024/2025,S170325-230325,GTO,02,Jeudi,08,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Jeudi,09,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Jeudi,10,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Jeudi,11,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Jeudi,13,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Jeudi,14,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Jeudi,15,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Jeudi,16,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Lundi,08,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,GTO,02,Lundi,09,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,GTO,02,Lundi,10,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,GTO,02,Lundi,11,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,GTO,02,Lundi,13,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,GTO,02,Lundi,14,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,GTO,02,Lundi,15,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,GTO,02,Lundi,16,JOMBONDO,INFORMAT2
2024/2025,S170325-230325,GTO,02,Mardi,08,DETATCHUM,PHYSIQUE3
2024/2025,S170325-230325,GTO,02,Mardi,09,DETATCHUM,PHYSIQUE3
2024/2025,S170325-230325,GTO,02,Mardi,10,DETATCHUM,PHYSIQUE3
2024/2025,S170325-230325,GTO,02,Mardi,11,DETATCHUM,PHYSIQUE3
2024/2025,S170325-230325,GTO,02,Mardi,13,DETATCHUM,PHYSIQUE3
2024/2025,S170325-230325,GTO,02,Mardi,14,DETATCHUM,PHYSIQUE3
2024/2025,S170325-230325,GTO,02,Mardi,15,DETATCHUM,PHYSIQUE3
2024/2025,S170325-230325,GTO,02,Mardi,16,DETATCHUM,PHYSIQUE3
2024/2025,S170325-230325,GTO,02,Mercredi,08,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Mercredi,09,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Mercredi,10,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Mercredi,11,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Mercredi,13,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Mercredi,14,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Mercredi,15,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Mercredi,16,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Samedi,08,CLTIMENE,TELEDETE2
2024/2025,S170325-230325,GTO,02,Samedi,09,CLTIMENE,TELEDETE2
2024/2025,S170325-230325,GTO,02,Samedi,10,CLTIMENE,TELEDETE2
2024/2025,S170325-230325,GTO,02,Samedi,11,CLTIMENE,TELEDETE2
2024/2025,S170325-230325,GTO,02,Samedi,13,CLTIMENE,TELEDETE2
2024/2025,S170325-230325,GTO,02,Samedi,14,CLTIMENE,TELEDETE2
2024/2025,S170325-230325,GTO,02,Samedi,15,CLTIMENE,TELEDETE2
2024/2025,S170325-230325,GTO,02,Samedi,16,CLTIMENE,TELEDETE2
2024/2025,S170325-230325,GTO,02,Vendredi,08,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Vendredi,09,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Vendredi,10,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Vendredi,11,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Vendredi,13,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Vendredi,14,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Vendredi,15,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,GTO,02,Vendredi,16,RODOULIWE,CALTOPME4
2024/2025,S170325-230325,HNDET,01,Jeudi,08,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Jeudi,09,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Jeudi,10,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Jeudi,11,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Jeudi,13,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Jeudi,14,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Jeudi,15,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Jeudi,16,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Lundi,08,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,HNDET,01,Lundi,09,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,HNDET,01,Lundi,10,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,HNDET,01,Lundi,11,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,HNDET,01,Lundi,13,BIWALVEDE,ELECTRONA2
2024/2025,S170325-230325,HNDET,01,Lundi,14,BIWALVEDE,ELECTRONA2
2024/2025,S170325-230325,HNDET,01,Lundi,15,BIWALVEDE,ELECTRONA2
2024/2025,S170325-230325,HNDET,01,Lundi,16,BIWALVEDE,ELECTRONA2
2024/2025,S170325-230325,HNDET,01,Mardi,08,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Mardi,09,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Mardi,10,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Mardi,11,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Mardi,13,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Mardi,14,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Mardi,15,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Mardi,16,YVFOTSO,CADELEENG
2024/2025,S170325-230325,HNDET,01,Mercredi,08,BIWALVEDE,ELECTRONA2
2024/2025,S170325-230325,HNDET,01,Mercredi,09,BIWALVEDE,ELECTRONA2
2024/2025,S170325-230325,HNDET,01,Mercredi,10,BIWALVEDE,ELECTRONA2
2024/2025,S170325-230325,HNDET,01,Mercredi,11,BIWALVEDE,ELECTRONA2
2024/2025,S170325-230325,HNDET,01,Mercredi,13,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,HNDET,01,Mercredi,14,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,HNDET,01,Mercredi,15,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,HNDET,01,Mercredi,16,YVFOTSO,PHYSICS2
2024/2025,S170325-230325,HNDET,01,Vendredi,08,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,HNDET,01,Vendredi,09,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,HNDET,01,Vendredi,10,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,HNDET,01,Vendredi,11,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,HNDET,01,Vendredi,13,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,HNDET,01,Vendredi,14,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,HNDET,01,Vendredi,15,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,HNDET,01,Vendredi,16,FOWAFFO,MATMATIC2
2024/2025,S170325-230325,HNDET,02,Jeudi,08,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Jeudi,09,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Jeudi,10,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Jeudi,11,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Jeudi,13,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Jeudi,14,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Jeudi,15,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Jeudi,16,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Lundi,08,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,HNDET,02,Lundi,09,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,HNDET,02,Lundi,10,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,HNDET,02,Lundi,11,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,HNDET,02,Lundi,13,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Lundi,14,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Lundi,15,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Lundi,16,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Mardi,13,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Mardi,14,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Mardi,15,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Mardi,16,HANGOMSI,COMPSCIEN
2024/2025,S170325-230325,HNDET,02,Mercredi,08,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Mercredi,09,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Mercredi,10,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Mercredi,11,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Mercredi,13,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,HNDET,02,Mercredi,14,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,HNDET,02,Mercredi,15,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,HNDET,02,Mercredi,16,BIWALVEDE,ELECTRONA3
2024/2025,S170325-230325,HNDET,02,Samedi,08,FRMBA,INDUSNETW
2024/2025,S170325-230325,HNDET,02,Samedi,09,FRMBA,INDUSNETW
2024/2025,S170325-230325,HNDET,02,Samedi,10,FRMBA,INDUSNETW
2024/2025,S170325-230325,HNDET,02,Samedi,11,FRMBA,INDUSNETW
2024/2025,S170325-230325,HNDET,02,Samedi,13,FRMBA,INDUSNETW
2024/2025,S170325-230325,HNDET,02,Samedi,14,FRMBA,INDUSNETW
2024/2025,S170325-230325,HNDET,02,Samedi,15,FRMBA,INDUSNETW
2024/2025,S170325-230325,HNDET,02,Samedi,16,FRMBA,INDUSNETW
2024/2025,S170325-230325,HNDET,02,Vendredi,08,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Vendredi,09,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Vendredi,10,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Vendredi,11,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Vendredi,13,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Vendredi,14,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Vendredi,15,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,HNDET,02,Vendredi,16,YVFOTSO,ELEINSAPP
2024/2025,S170325-230325,IGL,02,Jeudi,08,JOMBONDO,ADMSYSRES
2024/2025,S170325-230325,IGL,02,Jeudi,09,JOMBONDO,ADMSYSRES
2024/2025,S170325-230325,IGL,02,Jeudi,10,JOMBONDO,ADMSYSRES
2024/2025,S170325-230325,IGL,02,Jeudi,11,JOMBONDO,ADMSYSRES
2024/2025,S170325-230325,IGL,02,Jeudi,13,JOMBONDO,ADMSYSRES
2024/2025,S170325-230325,IGL,02,Jeudi,14,JOMBONDO,ADMSYSRES
2024/2025,S170325-230325,IGL,02,Jeudi,15,JOMBONDO,ADMSYSRES
2024/2025,S170325-230325,IGL,02,Jeudi,16,JOMBONDO,ADMSYSRES
2024/2025,S170325-230325,IGL,02,Lundi,08,MEMBOND,BASDONIHM
2024/2025,S170325-230325,IGL,02,Lundi,09,MEMBOND,BASDONIHM
2024/2025,S170325-230325,IGL,02,Lundi,10,MEMBOND,BASDONIHM
2024/2025,S170325-230325,IGL,02,Lundi,11,MEMBOND,BASDONIHM
2024/2025,S170325-230325,IGL,02,Lundi,13,MEMBOND,BASDONIHM
2024/2025,S170325-230325,IGL,02,Lundi,14,MEMBOND,BASDONIHM
2024/2025,S170325-230325,IGL,02,Lundi,15,MEMBOND,BASDONIHM
2024/2025,S170325-230325,IGL,02,Lundi,16,MEMBOND,BASDONIHM
2024/2025,S170325-230325,IGL,02,Mardi,08,HSBIBOUM,PROORIOBJ
2024/2025,S170325-230325,IGL,02,Mardi,09,HSBIBOUM,PROORIOBJ
2024/2025,S170325-230325,IGL,02,Mardi,10,HSBIBOUM,PROORIOBJ
2024/2025,S170325-230325,IGL,02,Mardi,11,HSBIBOUM,PROORIOBJ
2024/2025,S170325-230325,IGL,02,Mardi,13,HSBIBOUM,PROORIOBJ
2024/2025,S170325-230325,IGL,02,Mardi,14,HSBIBOUM,PROORIOBJ
2024/2025,S170325-230325,IGL,02,Mardi,15,HSBIBOUM,PROORIOBJ
2024/2025,S170325-230325,IGL,02,Mardi,16,HSBIBOUM,PROORIOBJ
