annee,codsem,codfil,codniv,typjour,heure,codpro,codmat
2024/2025,S091224-151224,BST,01,Vendredi,10,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,BST,01,Vendredi,11,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,BST,01,Vendredi,13,DENIMENI,INFORMATP
2024/2025,S091224-151224,BST,01,Vendredi,14,DENIMENI,INFORMATP
2024/2025,S091224-151224,BST,01,Vendredi,15,DENIMENI,INFORMATP
2024/2025,S091224-151224,BST,01,Vendredi,16,DENIMENI,INFORMATP
2024/2025,S091224-151224,CFP,01,Jeudi,08,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Jeudi,09,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Jeudi,10,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Jeudi,11,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Lundi,08,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Lundi,09,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Lundi,10,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Lundi,11,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Lundi,13,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Lundi,14,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Lundi,15,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Lundi,16,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Mardi,08,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mardi,09,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mardi,10,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mardi,11,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mardi,13,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mardi,14,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mardi,15,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mardi,16,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mercredi,08,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mercredi,09,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mercredi,10,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mercredi,11,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mercredi,13,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mercredi,14,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mercredi,15,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Mercredi,16,BEKENFACK,SEMIOGEN
2024/2025,S091224-151224,CFP,01,Vendredi,08,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Vendredi,09,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Vendredi,10,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Vendredi,11,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Vendredi,13,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Vendredi,14,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Vendredi,15,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,CFP,01,Vendredi,16,ALHAPPY,MALINFPAR
2024/2025,S091224-151224,ELN,02,Jeudi,08,FOWAFFO,MATMATIC3
2024/2025,S091224-151224,ELN,02,Jeudi,09,FOWAFFO,MATMATIC3
2024/2025,S091224-151224,ELN,02,Jeudi,10,FOWAFFO,MATMATIC3
2024/2025,S091224-151224,ELN,02,Jeudi,11,FOWAFFO,MATMATIC3
2024/2025,S091224-151224,ELN,02,Jeudi,13,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Jeudi,14,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Jeudi,15,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Jeudi,16,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Lundi,08,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Lundi,09,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Lundi,10,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Lundi,11,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Lundi,13,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Lundi,14,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Lundi,15,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Lundi,16,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Mardi,08,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Mardi,09,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Mardi,10,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Mardi,11,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Mardi,13,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Mardi,14,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Mardi,15,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Mardi,16,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Mercredi,08,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Mercredi,09,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Mercredi,10,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Mercredi,11,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Mercredi,13,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Mercredi,14,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Mercredi,15,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Mercredi,16,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Samedi,08,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Samedi,09,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Samedi,10,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Samedi,11,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Samedi,13,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Samedi,14,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Samedi,15,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Samedi,16,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,ELN,02,Vendredi,08,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Vendredi,09,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Vendredi,10,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Vendredi,11,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Vendredi,13,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Vendredi,14,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Vendredi,15,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,ELN,02,Vendredi,16,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,FCL,01,Mardi,08,HUDJOMO,ECOORGENT
2024/2025,S091224-151224,FCL,01,Mardi,09,HUDJOMO,ECOORGENT
2024/2025,S091224-151224,FCL,01,Mardi,10,HUDJOMO,ECOORGENT
2024/2025,S091224-151224,FCL,01,Mardi,11,HUDJOMO,ECOORGENT
2024/2025,S091224-151224,FCL,01,Mardi,13,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,FCL,01,Mardi,14,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,FCL,01,Mardi,15,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,FCL,01,Mardi,16,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,FCL,01,Mercredi,08,DENIMENI,INFORMATP
2024/2025,S091224-151224,FCL,01,Mercredi,09,DENIMENI,INFORMATP
2024/2025,S091224-151224,FCL,01,Mercredi,10,DENIMENI,INFORMATP
2024/2025,S091224-151224,FCL,01,Mercredi,11,DENIMENI,INFORMATP
2024/2025,S091224-151224,FCL,01,Mercredi,13,LEATANGANA,FRANCAIS2
2024/2025,S091224-151224,FCL,01,Mercredi,14,LEATANGANA,FRANCAIS2
2024/2025,S091224-151224,FCL,01,Mercredi,15,LEATANGANA,FRANCAIS2
2024/2025,S091224-151224,FCL,01,Mercredi,16,LEATANGANA,FRANCAIS2
2024/2025,S091224-151224,GLT,02,Jeudi,08,MOYEMELE,MATHGENE2
2024/2025,S091224-151224,GLT,02,Jeudi,09,MOYEMELE,MATHGENE2
2024/2025,S091224-151224,GLT,02,Jeudi,10,MOYEMELE,MATHGENE2
2024/2025,S091224-151224,GLT,02,Jeudi,11,MOYEMELE,MATHGENE2
2024/2025,S091224-151224,GLT,02,Jeudi,13,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,GLT,02,Jeudi,14,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,GLT,02,Jeudi,15,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,GLT,02,Jeudi,16,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,GLT,02,Lundi,08,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Lundi,09,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Lundi,10,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Lundi,11,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Lundi,13,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Lundi,14,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Lundi,15,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Lundi,16,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Mardi,08,HSBIBOUM,INTMODOBJ
2024/2025,S091224-151224,GLT,02,Mardi,09,HSBIBOUM,INTMODOBJ
2024/2025,S091224-151224,GLT,02,Mardi,10,HSBIBOUM,INTMODOBJ
2024/2025,S091224-151224,GLT,02,Mardi,11,HSBIBOUM,INTMODOBJ
2024/2025,S091224-151224,GLT,02,Mardi,13,HSBIBOUM,INTMODOBJ
2024/2025,S091224-151224,GLT,02,Mardi,14,HSBIBOUM,INTMODOBJ
2024/2025,S091224-151224,GLT,02,Mardi,15,HSBIBOUM,INTMODOBJ
2024/2025,S091224-151224,GLT,02,Mardi,16,HSBIBOUM,INTMODOBJ
2024/2025,S091224-151224,GLT,02,Mercredi,08,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Mercredi,09,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Mercredi,10,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Mercredi,11,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Mercredi,13,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Mercredi,14,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Mercredi,15,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Mercredi,16,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,GLT,02,Vendredi,08,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GLT,02,Vendredi,09,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GLT,02,Vendredi,10,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GLT,02,Vendredi,11,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GLT,02,Vendredi,13,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GLT,02,Vendredi,14,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GLT,02,Vendredi,15,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GLT,02,Vendredi,16,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GTO,02,Jeudi,08,MOYEMELE,MATMATIQ4
2024/2025,S091224-151224,GTO,02,Jeudi,09,MOYEMELE,MATMATIQ4
2024/2025,S091224-151224,GTO,02,Jeudi,10,MOYEMELE,MATMATIQ4
2024/2025,S091224-151224,GTO,02,Jeudi,11,MOYEMELE,MATMATIQ4
2024/2025,S091224-151224,GTO,02,Jeudi,13,ISMBEMIN,EDUCIVETH
2024/2025,S091224-151224,GTO,02,Jeudi,14,ISMBEMIN,EDUCIVETH
2024/2025,S091224-151224,GTO,02,Jeudi,15,ISMBEMIN,EDUCIVETH
2024/2025,S091224-151224,GTO,02,Jeudi,16,ISMBEMIN,EDUCIVETH
2024/2025,S091224-151224,GTO,02,Lundi,08,DETATCHUM,CALTOPME4
2024/2025,S091224-151224,GTO,02,Lundi,09,DETATCHUM,CALTOPME4
2024/2025,S091224-151224,GTO,02,Lundi,10,DETATCHUM,CALTOPME4
2024/2025,S091224-151224,GTO,02,Lundi,11,DETATCHUM,CALTOPME4
2024/2025,S091224-151224,GTO,02,Lundi,13,DETATCHUM,CALTOPME4
2024/2025,S091224-151224,GTO,02,Lundi,14,DETATCHUM,CALTOPME4
2024/2025,S091224-151224,GTO,02,Lundi,15,DETATCHUM,CALTOPME4
2024/2025,S091224-151224,GTO,02,Lundi,16,DETATCHUM,CALTOPME4
2024/2025,S091224-151224,GTO,02,Mardi,08,CHBRUKO,INFORMATP
2024/2025,S091224-151224,GTO,02,Mardi,09,CHBRUKO,INFORMATP
2024/2025,S091224-151224,GTO,02,Mardi,10,CHBRUKO,INFORMATP
2024/2025,S091224-151224,GTO,02,Mardi,11,CHBRUKO,INFORMATP
2024/2025,S091224-151224,GTO,02,Mardi,13,CHBRUKO,INFORMATP
2024/2025,S091224-151224,GTO,02,Mardi,14,CHBRUKO,INFORMATP
2024/2025,S091224-151224,GTO,02,Mardi,15,CHBRUKO,INFORMATP
2024/2025,S091224-151224,GTO,02,Mardi,16,CHBRUKO,INFORMATP
2024/2025,S091224-151224,GTO,02,Mercredi,08,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Mercredi,09,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Mercredi,10,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Mercredi,11,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Mercredi,13,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Mercredi,14,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Mercredi,15,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Mercredi,16,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Samedi,08,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Samedi,09,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Samedi,10,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Samedi,11,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Samedi,13,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Samedi,14,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Samedi,15,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Samedi,16,CLTIMENE,SIG
2024/2025,S091224-151224,GTO,02,Vendredi,08,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GTO,02,Vendredi,09,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GTO,02,Vendredi,10,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GTO,02,Vendredi,11,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GTO,02,Vendredi,13,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GTO,02,Vendredi,14,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GTO,02,Vendredi,15,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,GTO,02,Vendredi,16,DETATCHUM,PHYSIGEN2
2024/2025,S091224-151224,HNDET,01,Jeudi,08,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Jeudi,09,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Jeudi,10,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Jeudi,11,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Jeudi,13,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,HNDET,01,Jeudi,14,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,HNDET,01,Jeudi,15,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,HNDET,01,Jeudi,16,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,HNDET,01,Lundi,08,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Lundi,09,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Lundi,10,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Lundi,11,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Lundi,13,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Lundi,14,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Lundi,15,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Lundi,16,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Mardi,08,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mardi,09,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mardi,10,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mardi,11,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mardi,13,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mardi,14,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mardi,15,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mardi,16,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mercredi,08,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mercredi,09,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mercredi,10,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mercredi,11,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mercredi,13,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mercredi,14,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mercredi,15,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Mercredi,16,HANGOMSI,BASELECIR
2024/2025,S091224-151224,HNDET,01,Vendredi,08,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,HNDET,01,Vendredi,09,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,HNDET,01,Vendredi,10,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,HNDET,01,Vendredi,11,FOWAFFO,MATMATIC1
2024/2025,S091224-151224,HNDET,01,Vendredi,13,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Vendredi,14,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Vendredi,15,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,01,Vendredi,16,BIWALVEDE,ELECTRONI
2024/2025,S091224-151224,HNDET,02,Jeudi,08,FOWAFFO,MATMATIC3
2024/2025,S091224-151224,HNDET,02,Jeudi,09,FOWAFFO,MATMATIC3
2024/2025,S091224-151224,HNDET,02,Jeudi,10,FOWAFFO,MATMATIC3
2024/2025,S091224-151224,HNDET,02,Jeudi,11,FOWAFFO,MATMATIC3
2024/2025,S091224-151224,HNDET,02,Jeudi,13,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Jeudi,14,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Jeudi,15,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Jeudi,16,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Lundi,08,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Lundi,09,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Lundi,10,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Lundi,11,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Lundi,13,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Lundi,14,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Lundi,15,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Lundi,16,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Mardi,08,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Mardi,09,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Mardi,10,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Mardi,11,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Mardi,13,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Mardi,14,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Mardi,15,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Mardi,16,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Mercredi,08,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Mercredi,09,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Mercredi,10,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Mercredi,11,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Mercredi,13,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Mercredi,14,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Mercredi,15,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Mercredi,16,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Samedi,08,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Samedi,09,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Samedi,10,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Samedi,11,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Samedi,13,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Samedi,14,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Samedi,15,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Samedi,16,DENIMENI,REDRAPSTA
2024/2025,S091224-151224,HNDET,02,Vendredi,08,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Vendredi,09,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Vendredi,10,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Vendredi,11,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Vendredi,13,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Vendredi,14,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Vendredi,15,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,HNDET,02,Vendredi,16,YVFOTSO,PHYSICS1
2024/2025,S091224-151224,IWD,02,Jeudi,08,MOYEMELE,MATHGENE2
2024/2025,S091224-151224,IWD,02,Jeudi,09,MOYEMELE,MATHGENE2
2024/2025,S091224-151224,IWD,02,Jeudi,10,MOYEMELE,MATHGENE2
2024/2025,S091224-151224,IWD,02,Jeudi,11,MOYEMELE,MATHGENE2
2024/2025,S091224-151224,IWD,02,Jeudi,13,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,IWD,02,Jeudi,14,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,IWD,02,Jeudi,15,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,IWD,02,Jeudi,16,ISMBEMIN,DROITCIVI
2024/2025,S091224-151224,IWD,02,Lundi,08,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Lundi,09,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Lundi,10,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Lundi,11,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Lundi,13,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Lundi,14,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Lundi,15,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Lundi,16,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Mardi,08,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Mardi,09,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Mardi,10,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Mardi,11,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Mardi,13,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Mardi,14,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Mardi,15,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Mardi,16,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Mercredi,08,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Mercredi,09,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Mercredi,10,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Mercredi,11,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Mercredi,13,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Mercredi,14,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Mercredi,15,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Mercredi,16,JOMBONDO,ADMSITWEB
2024/2025,S091224-151224,IWD,02,Samedi,08,CHBRUKO,REDRAPSTA
2024/2025,S091224-151224,IWD,02,Samedi,09,CHBRUKO,REDRAPSTA
2024/2025,S091224-151224,IWD,02,Samedi,10,CHBRUKO,REDRAPSTA
2024/2025,S091224-151224,IWD,02,Samedi,11,CHBRUKO,REDRAPSTA
2024/2025,S091224-151224,IWD,02,Vendredi,08,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Vendredi,09,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Vendredi,10,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Vendredi,11,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Vendredi,13,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Vendredi,14,CHBRUKO,INFORMATP
2024/2025,S091224-151224,IWD,02,Vendredi,15,CHBRUKO,INFORMATP
