annee,codsem,codfil,codniv,typjour,fourche,heure,codpro,codmat,jour,codsal
2025/2026,S011225-071225,SIN,01,Mercredi,13H-17H,4,ALHAPPY,CYCLDEVIE,03,A22
2025/2026,S011225-071225,SIN,01,Samedi,08H-12H,4,THNGAKO,CHIMIEGEN,06,A23
2025/2026,S011225-071225,SIN,01,Vendredi,08H-12H,4,THNGAKO,HISPROINF,05,A12
2025/2026,S011225-071225,SIN,02,Jeudi,08H-12H,4,CHMBA,ALLAITMAT,04,A11
2025/2026,S011225-071225,SIN,02,Jeudi,13H-17H,4,CHMBA,ALLAITMAT,04,A11
2025/2026,S011225-071225,SIN,02,Mercredi,13H-17H,4,CHMBA,ALLAITMAT,03,A11
2025/2026,S011225-071225,SIN,02,Samedi,08H-12H,4,AUKUINZE,PATHOCHIR,06,A11
2025/2026,S011225-071225,SIN,04,Jeudi,17H30-21H30,4,CHMBA,PRORECHER,04,B11
2025/2026,S011225-071225,SIN,04,Mardi,17H30-21H30,4,THNGAKO,SOIMATSRP,02,A43
2025/2026,S011225-071225,SIN,04,Mercredi,17H30-21H30,4,THNGAKO,SOIMATSRP,03,A43
2025/2026,S011225-071225,SIN,04,Vendredi,17H30-21H30,4,ROMBAKMENE,PRESPYACC,05,A42
2025/2026,S011225-071225,TLB,01,Jeudi,08H-12H,4,CHBRUKO,TECINFCOM,04,A13
2025/2026,S011225-071225,TLB,01,Jeudi,13H-17H,4,ROMBAKMENE,SECOURISM,04,A12
2025/2026,S011225-071225,TLB,01,Lundi,08H-12H,4,ALHAPPY,CYCLDEVIE,01,A22
2025/2026,S011225-071225,TLB,01,Mardi,13H-17H,4,ALHAPPY,CYCLDEVIE,02,A22
2025/2026,S011225-071225,TLB,01,Mercredi,08H-12H,4,CHBRUKO,TECINFCOM,03,A13
2025/2026,S011225-071225,TLB,01,Mercredi,13H-17H,4,ALHAPPY,CYCLDEVIE,03,A22
2025/2026,S011225-071225,TLB,01,Samedi,08H-12H,4,THNGAKO,CHIMIEGEN,06,B11
2024/2025,S021224-081224,BAT,01,Mardi,08H-12H,4,HUDJOMO,ECONOGENE,02,ETA202
2024/2025,S021224-081224,BAT,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA202
2024/2025,S021224-081224,BAT,01,Mercredi,08H-12H,4,STKAMSU,COMPTAGE1,03,ETA202
2024/2025,S021224-081224,BAT,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA202
2024/2025,S021224-081224,BAT,01,Samedi,08H-12H,4,HUDJOMO,ECOORGENT,06,ETA101
2024/2025,S021224-081224,BAT,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S021224-081224,BAT,02,Jeudi,13H-17H,4,ISMBEMIN,DROITCIVI,04,ETA402
2024/2025,S021224-081224,BAT,02,Lundi,08H-12H,4,DENIMENI,REDRAPSTA,01,RDC02
2024/2025,S021224-081224,BAT,02,Lundi,13H-17H,4,DENIMENI,REDRAPSTA,01,RDC02
2024/2025,S021224-081224,BAT,02,Mardi,08H-12H,4,CHBRUKO,REDRAPSTA,02,ETA401
2024/2025,S021224-081224,BAT,02,Mardi,13H-17H,4,CHBRUKO,REDRAPSTA,02,ETA401
2024/2025,S021224-081224,BAT,02,Mercredi,08H-12H,4,STKAMSU,REDRAPSTA,03,ETA202
2024/2025,S021224-081224,BAT,02,Mercredi,13H-17H,4,STKAMSU,REDRAPSTA,03,ETA202
2024/2025,S021224-081224,BAT,02,Samedi,08H-12H,4,KUFOTSO,BETOARME2,06,ETA204
2024/2025,S021224-081224,BAT,02,Samedi,13H-17H,4,KUFOTSO,BETOARME2,06,ETA204
2024/2025,S021224-081224,BAT,02,Vendredi,08H-12H,4,DENIMENI,REDRAPSTA,05,ETA302
2024/2025,S021224-081224,BAT,02,Vendredi,13H-17H,4,DENIMENI,REDRAPSTA,05,ETA302
2024/2025,S021224-081224,BOW,02,Jeudi,08H-12H,4,FOWAFFO,MATMATIC2,04,ETA402
2024/2025,S021224-081224,BOW,02,Jeudi,13H-17H,4,STKAMSU,REDRAPSTA,04,ETA102
2024/2025,S021224-081224,BOW,02,Lundi,08H-12H,4,AGNERRIS,ENTREPSHI,01,ETA203
2024/2025,S021224-081224,BOW,02,Lundi,13H-17H,4,AGNERRIS,ECONOMICS,01,ETA401
2024/2025,S021224-081224,BOW,02,Mardi,08H-12H,4,RAYAMBOP,APPMECHA2,02,RDC03
2024/2025,S021224-081224,BOW,02,Mardi,13H-17H,4,RAYAMBOP,APPMECHA2,02,RDC03
2024/2025,S021224-081224,BOW,02,Mercredi,08H-12H,4,AGNERRIS,ENTREPSHI,03,RDC04
2024/2025,S021224-081224,BOW,02,Mercredi,13H-17H,4,AGNERRIS,ECONOMICS,03,RDC01
2024/2025,S021224-081224,BOW,02,Samedi,13H-17H,4,DENIMENI,COMPUTRAI,06,RDC01
2024/2025,S021224-081224,BOW,02,Vendredi,08H-12H,4,STKAMSU,REDRAPSTA,05,RDC04
2024/2025,S021224-081224,BOW,02,Vendredi,13H-17H,4,FOWAFFO,MATMATIC2,05,ETA103
2024/2025,S021224-081224,BST,01,Jeudi,13H-17H,4,FOWAFFO,MATMATIC1,04,RDC01
2024/2025,S021224-081224,BST,01,Lundi,08H-12H,4,DENDIFON,ORGOFWORK,01,RDC02
2024/2025,S021224-081224,BST,01,Lundi,13H-17H,4,DENDIFON,DESIGNTEC,01,ETA301
2024/2025,S021224-081224,BST,01,Mardi,08H-12H,4,DENDIFON,ORGOFWORK,02,RDC02
2024/2025,S021224-081224,BST,01,Mardi,13H-17H,4,DENDIFON,DESIGNTEC,02,ETA301
2024/2025,S021224-081224,BST,01,Samedi,08H-12H,4,DENDIFON,ORGOFWORK,06,RDC02
2024/2025,S021224-081224,BST,01,Vendredi,08H-12H,4,FOWAFFO,MATMATIC1,05,ETA202
2024/2025,S021224-081224,BTSET,01,Jeudi,08H-12H,4,CHGOMA,ELECTROB1,04,ETA202
2024/2025,S021224-081224,BTSET,01,Jeudi,13H-17H,4,CHGOMA,ELECTROB1,04,ETA202
2024/2025,S021224-081224,BTSET,01,Lundi,08H-12H,4,CHGOMA,ELECTROB1,01,ETA202
2024/2025,S021224-081224,BTSET,01,Lundi,13H-17H,4,CHGOMA,ELECTROB1,01,ETA202
2024/2025,S021224-081224,BTSET,01,Mardi,08H-12H,4,HUDJOMO,ECONOGENE,02,ETA202
2024/2025,S021224-081224,BTSET,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA202
2024/2025,S021224-081224,BTSET,01,Mercredi,08H-12H,4,STKAMSU,COMPTAANA,03,ETA202
2024/2025,S021224-081224,BTSET,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA202
2024/2025,S021224-081224,BTSET,01,Samedi,08H-12H,4,HUDJOMO,ECOORGENT,06,ETA101
2024/2025,S021224-081224,BTSET,01,Vendredi,08H-12H,4,CHGOMA,ELECTROB1,05,RDC02
2024/2025,S021224-081224,BTSET,01,Vendredi,13H-17H,4,CHGOMA,ELECTROB1,05,RDC02
2024/2025,S021224-081224,CFP,01,Jeudi,08H-12H,4,METSASSE,SOINMEDEC,04,ETA302
2024/2025,S021224-081224,CFP,01,Jeudi,13H-17H,4,ALHAPPY,BIOCHIMIE,04,ETA401
2024/2025,S021224-081224,CFP,01,Lundi,08H-12H,4,JOTINTCHOU,ANTPHYSOC,01,RDC01
2024/2025,S021224-081224,CFP,01,Lundi,13H-17H,4,DENIMENI,INFORMATI,01,RDC02
2024/2025,S021224-081224,CFP,01,Mardi,08H-12H,4,METSASSE,SOINMEDEC,02,RDC01
2024/2025,S021224-081224,CFP,01,Mardi,13H-17H,4,METSASSE,SOINMEDEC,02,ETA403
2024/2025,S021224-081224,CFP,01,Mercredi,08H-12H,4,JOTINTCHOU,ANTPHYSOC,03,RDC02
2024/2025,S021224-081224,CFP,01,Mercredi,13H-17H,4,JOTINTCHOU,ANTPHYSOC,03,RDC02
2024/2025,S021224-081224,CFP,01,Samedi,08H-12H,4,ALHAPPY,BIOCHIMIE,06,ETA401
2024/2025,S021224-081224,CFP,01,Vendredi,08H-12H,4,ALHAPPY,BIOCHIMIE,05,ETA401
2024/2025,S021224-081224,CFP,01,Vendredi,13H-17H,4,ALHAPPY,BIOCHIMIE,05,ETA401
2024/2025,S021224-081224,ELN,02,Jeudi,08H-12H,4,FOWAFFO,MATMATIC4,04,ETA402
2024/2025,S021224-081224,ELN,02,Jeudi,13H-17H,4,HANGOMSI,TELECONET,04,ETA303
2024/2025,S021224-081224,ELN,02,Lundi,08H-12H,4,AGNERRIS,ENTREPSHI,01,ETA203
2024/2025,S021224-081224,ELN,02,Lundi,13H-17H,4,AGNERRIS,ECONOMICS,01,ETA401
2024/2025,S021224-081224,ELN,02,Mardi,08H-12H,4,HANGOMSI,TELECONET,02,RDC04
2024/2025,S021224-081224,ELN,02,Mardi,13H-17H,4,HANGOMSI,TELECONET,02,RDC04
2024/2025,S021224-081224,ELN,02,Mercredi,08H-12H,4,AGNERRIS,ENTREPSHI,03,RDC04
2024/2025,S021224-081224,ELN,02,Mercredi,13H-17H,4,AGNERRIS,ECONOMICS,03,RDC01
2024/2025,S021224-081224,ELN,02,Samedi,08H-12H,4,YVFOTSO,ELECTRONI,06,RDC05
2024/2025,S021224-081224,ELN,02,Samedi,13H-17H,4,DENIMENI,COMPUTRAI,06,RDC01
2024/2025,S021224-081224,ELN,02,Vendredi,08H-12H,4,YVFOTSO,ELECTRONI,05,ETA202
2024/2025,S021224-081224,FCL,01,Jeudi,08H-12H,4,CHGOMA,ELECTROB1,04,ETA202
2024/2025,S021224-081224,FCL,01,Jeudi,13H-17H,4,CHGOMA,ELECTROB1,04,ETA202
2024/2025,S021224-081224,FCL,01,Lundi,08H-12H,4,CHGOMA,ELECTROB1,01,ETA202
2024/2025,S021224-081224,FCL,01,Lundi,13H-17H,4,CHGOMA,ELECTROB1,01,ETA202
2024/2025,S021224-081224,FCL,01,Mardi,08H-12H,4,HUDJOMO,ECONOGENE,02,ETA202
2024/2025,S021224-081224,FCL,01,Mardi,13H-17H,4,ISMBEMIN,DROITCIVI,02,ETA202
2024/2025,S021224-081224,FCL,01,Mercredi,08H-12H,4,STKAMSU,COMPTAANA,03,ETA202
2024/2025,S021224-081224,FCL,01,Mercredi,13H-17H,4,LEATANGANA,FRANCAIS2,03,ETA202
2024/2025,S021224-081224,FCL,01,Samedi,08H-12H,4,HUDJOMO,ECOORGENT,06,ETA101
2024/2025,S021224-081224,FCL,01,Vendredi,08H-12H,4,CHGOMA,ELECTROB1,05,RDC02
2024/2025,S021224-081224,FCL,01,Vendredi,13H-17H,4,CHGOMA,ELECTROB1,05,RDC02
2024/2025,S021224-081224,GTO,02,Jeudi,08H-12H,4,MOYEMELE,MATMATIQ4,04,ETA204
2024/2025,S021224-081224,GTO,02,Jeudi,13H-17H,4,ISMBEMIN,EDUCIVETH,04,ETA402
2024/2025,S021224-081224,GTO,02,Lundi,08H-12H,4,CHBRUKO,REDRAPSTA,01,ETA102
2024/2025,S021224-081224,GTO,02,Lundi,13H-17H,4,CHBRUKO,REDRAPSTA,01,ETA102
2024/2025,S021224-081224,GTO,02,Mardi,08H-12H,4,CHBRUKO,REDRAPSTA,02,ETA401
2024/2025,S021224-081224,GTO,02,Mardi,13H-17H,4,CHBRUKO,REDRAPSTA,02,ETA401
2024/2025,S021224-081224,GTO,02,Mercredi,08H-12H,4,CLTIMENE,DESASSOR1,03,ETA402
2024/2025,S021224-081224,GTO,02,Mercredi,13H-17H,4,CLTIMENE,TECHTOPO4,03,RDC04
2024/2025,S021224-081224,GTO,02,Samedi,08H-12H,4,CLTIMENE,DESASSOR1,06,ETA403
2024/2025,S021224-081224,GTO,02,Samedi,13H-17H,4,CLTIMENE,TECHTOPO4,06,ETA101
2024/2025,S021224-081224,GTO,02,Vendredi,08H-12H,4,DENIMENI,REDRAPSTA,05,ETA302
2024/2025,S021224-081224,GTO,02,Vendredi,13H-17H,4,DENIMENI,REDRAPSTA,05,ETA302
2024/2025,S021224-081224,HNDET,01,Jeudi,08H-12H,4,HANGOMSI,BASELECIR,04,RDC01
2024/2025,S021224-081224,HNDET,01,Jeudi,13H-17H,4,FOWAFFO,MATMATIC1,04,RDC01
2024/2025,S021224-081224,HNDET,01,Lundi,08H-12H,4,BIWALVEDE,ELECIRCUI,01,ETA302
2024/2025,S021224-081224,HNDET,01,Lundi,13H-17H,4,BIWALVEDE,ELECIRCUI,01,ETA302
2024/2025,S021224-081224,HNDET,01,Mardi,08H-12H,4,YVFOTSO,ELEMACHI1,02,ETA302
2024/2025,S021224-081224,HNDET,01,Mardi,13H-17H,4,YVFOTSO,ELEMACHI1,02,ETA302
2024/2025,S021224-081224,HNDET,01,Mercredi,08H-12H,4,YVFOTSO,ELEMACHI1,03,RDC01
2024/2025,S021224-081224,HNDET,01,Mercredi,13H-17H,4,BIWALVEDE,ELECIRCUI,03,ETA204
2024/2025,S021224-081224,HNDET,01,Vendredi,08H-12H,4,FOWAFFO,MATMATIC1,05,ETA202
2024/2025,S021224-081224,HNDET,01,Vendredi,13H-17H,4,YVFOTSO,ELEMACHI1,05,ETA202
2024/2025,S021224-081224,HNDET,02,Jeudi,08H-12H,4,FOWAFFO,MATMATIC4,04,ETA402
2024/2025,S021224-081224,HNDET,02,Jeudi,13H-17H,4,HANGOMSI,TELECONET,04,ETA303
2024/2025,S021224-081224,HNDET,02,Lundi,08H-12H,4,AGNERRIS,ENTREPSHI,01,ETA203
2024/2025,S021224-081224,HNDET,02,Lundi,13H-17H,4,AGNERRIS,ECONOMICS,01,ETA401
2024/2025,S021224-081224,HNDET,02,Mardi,08H-12H,4,HANGOMSI,TELECONET,02,RDC04
2024/2025,S021224-081224,HNDET,02,Mardi,13H-17H,4,HANGOMSI,TELECONET,02,RDC04
2024/2025,S021224-081224,HNDET,02,Mercredi,08H-12H,4,AGNERRIS,ENTREPSHI,03,RDC04
2024/2025,S021224-081224,HNDET,02,Mercredi,13H-17H,4,AGNERRIS,ECONOMICS,03,RDC01
2024/2025,S021224-081224,HNDET,02,Samedi,08H-12H,4,BIWALVEDE,MAICOMSYS,06,ETA102
2024/2025,S021224-081224,HNDET,02,Samedi,13H-17H,4,DENIMENI,COMPUTRAI,06,RDC01
2024/2025,S021224-081224,HNDET,02,Vendredi,08H-12H,4,BIWALVEDE,MAICOMSYS,05,ETA102
2024/2025,S021224-081224,IGL,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S021224-081224,IGL,02,Jeudi,13H-17H,4,ISMBEMIN,EDUCIVETH,04,ETA402
2024/2025,S021224-081224,IGL,02,Lundi,08H-12H,4,JOMBONDO,PROGRWEB2,01,ETA303
2024/2025,S021224-081224,IGL,02,Lundi,13H-17H,4,JOMBONDO,ADMSITWEB,01,ETA303
2024/2025,S021224-081224,IGL,02,Mardi,08H-12H,4,STKAMSU,REDRAPSTA,02,ETA204
2024/2025,S021224-081224,IGL,02,Mardi,13H-17H,4,STKAMSU,REDRAPSTA,02,ETA204
2024/2025,S021224-081224,IGL,02,Mercredi,08H-12H,4,JOMBONDO,ADMSITWEB,03,ETA302
2024/2025,S021224-081224,IGL,02,Mercredi,13H-17H,4,JOMBONDO,ADMSITWEB,03,ETA302
2024/2025,S021224-081224,IGL,02,Samedi,08H-12H,4,THTCHATCHOUA,PROJACADE,06,RDC01
2024/2025,S021224-081224,IGL,02,Vendredi,08H-12H,4,DENIMENI,REDRAPSTA,05,ETA302
2024/2025,S021224-081224,IGL,02,Vendredi,13H-17H,4,DENIMENI,REDRAPSTA,05,ETA302
2024/2025,S021224-081224,IWD,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S021224-081224,IWD,02,Jeudi,13H-17H,4,ISMBEMIN,DROITCIVI,04,ETA402
2024/2025,S021224-081224,IWD,02,Lundi,08H-12H,4,JOMBONDO,PROGRWEB2,01,ETA303
2024/2025,S021224-081224,IWD,02,Lundi,13H-17H,4,JOMBONDO,ADMSITWEB,01,ETA303
2024/2025,S021224-081224,IWD,02,Mardi,08H-12H,4,STKAMSU,REDRAPSTA,02,ETA204
2024/2025,S021224-081224,IWD,02,Mardi,13H-17H,4,STKAMSU,REDRAPSTA,02,ETA204
2024/2025,S021224-081224,IWD,02,Mercredi,08H-12H,4,JOMBONDO,ADMSITWEB,03,ETA302
2024/2025,S021224-081224,IWD,02,Mercredi,13H-17H,4,JOMBONDO,ADMSITWEB,03,ETA302
2024/2025,S021224-081224,IWD,02,Samedi,08H-12H,4,THTCHATCHOUA,PROJACADE,06,RDC01
2024/2025,S021224-081224,IWD,02,Vendredi,08H-12H,4,DENIMENI,REDRAPSTA,05,ETA302
2024/2025,S021224-081224,IWD,02,Vendredi,13H-17H,4,DENIMENI,REDRAPSTA,05,ETA302
2024/2025,S021224-081224,MEC,02,Jeudi,08H-12H,4,FOWAFFO,ENGIMATH4,04,ETA402
2024/2025,S021224-081224,MEC,02,Jeudi,13H-17H,4,STKAMSU,REDRAPSTA,04,ETA102
2024/2025,S021224-081224,MEC,02,Lundi,08H-12H,4,AGNERRIS,ENTREPSHI,01,ETA203
2024/2025,S021224-081224,MEC,02,Lundi,13H-17H,4,AGNERRIS,ECONOMICS,01,ETA401
2024/2025,S021224-081224,MEC,02,Mardi,08H-12H,4,RAYAMBOP,APPMECHA2,02,RDC03
2024/2025,S021224-081224,MEC,02,Mardi,13H-17H,4,RAYAMBOP,APPMECHA2,02,RDC03
2024/2025,S021224-081224,MEC,02,Mercredi,08H-12H,4,AGNERRIS,ENTREPSHI,03,RDC04
2024/2025,S021224-081224,MEC,02,Mercredi,13H-17H,4,AGNERRIS,ECONOMICS,03,RDC01
2024/2025,S021224-081224,MEC,02,Samedi,13H-17H,4,DENIMENI,COMPUTRAI,06,RDC01
2024/2025,S021224-081224,MEC,02,Vendredi,08H-12H,4,STKAMSU,REDRAPSTA,05,RDC04
2024/2025,S021224-081224,MEC,02,Vendredi,13H-17H,4,FOWAFFO,ENGIMATH4,05,ETA103
2024/2025,S021224-081224,MKA,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S021224-081224,MKA,02,Jeudi,13H-17H,4,ISMBEMIN,EDUCIVETH,04,ETA402
2024/2025,S021224-081224,MKA,02,Lundi,08H-12H,4,CHBRUKO,REDRAPSTA,01,ETA102
2024/2025,S021224-081224,MKA,02,Lundi,13H-17H,4,CHBRUKO,REDRAPSTA,01,ETA102
2024/2025,S021224-081224,MKA,02,Mardi,08H-12H,4,CHBRUKO,REDRAPSTA,02,ETA401
2024/2025,S021224-081224,MKA,02,Mardi,13H-17H,4,CHBRUKO,REDRAPSTA,02,ETA401
2024/2025,S021224-081224,MKA,02,Mercredi,08H-12H,4,CHBRUKO,REDRAPSTA,03,RDC05
2024/2025,S021224-081224,MKA,02,Mercredi,13H-17H,4,CHBRUKO,REDRAPSTA,03,RDC05
2024/2025,S021224-081224,MKA,02,Samedi,08H-12H,4,DJAMINOU,SCIDESMAT,06,ETA402
2024/2025,S021224-081224,MKA,02,Samedi,13H-17H,4,DJAMINOU,SCIDESMAT,06,ETA402
2024/2025,S021224-081224,MKA,02,Vendredi,08H-12H,4,THTCHATCHOUA,PROJACADE,05,ETA303
2024/2025,S021224-081224,MKA,02,Vendredi,13H-17H,4,ACLADJOU,APPACQDON,05,ETA402
2024/2025,S021224-081224,MLS,01,Jeudi,08H-12H,4,MADZELAFEN,SOCANTPHY,04,ETA101
2024/2025,S021224-081224,MLS,01,Jeudi,13H-17H,4,MADZELAFEN,SOCANTPHY,04,ETA101
2024/2025,S021224-081224,MLS,01,Lundi,08H-12H,4,ZIKOM,ANATAPHY2,01,RDC05
2024/2025,S021224-081224,MLS,01,Lundi,13H-17H,4,ZIKOM,ANATAPHY2,01,RDC05
2024/2025,S021224-081224,MLS,01,Mardi,08H-12H,4,MADZELAFEN,SOCANTPHY,02,ETA101
2024/2025,S021224-081224,MLS,01,Mardi,13H-17H,4,MADZELAFEN,SOCANTPHY,02,ETA101
2024/2025,S021224-081224,MLS,01,Mercredi,08H-12H,4,ZEEKINLEH,NURSINCAR,03,ETA401
2024/2025,S021224-081224,MLS,01,Mercredi,13H-17H,4,ZIKOM,ANATAPHY2,03,RDC05
2024/2025,S021224-081224,MLS,01,Vendredi,08H-12H,4,DASAIFA,MICROBIOA1,05,ETA402
2024/2025,S021224-081224,MLS,01,Vendredi,13H-17H,4,RONSOM,PARASITHO,05,ETA102
2024/2025,S021224-081224,NUS,01,Jeudi,08H-12H,4,MADZELAFEN,SOCANTPHY,04,RDC02
2024/2025,S021224-081224,NUS,01,Jeudi,13H-17H,4,MADZELAFEN,SOCANTPHY,04,RDC02
2024/2025,S021224-081224,NUS,01,Lundi,08H-12H,4,ZIKOM,ANATAPHY2,01,RDC05
2024/2025,S021224-081224,NUS,01,Lundi,13H-17H,4,ZIKOM,ANATAPHY2,01,RDC05
2024/2025,S021224-081224,NUS,01,Mardi,08H-12H,4,MADZELAFEN,SOCANTPHY,02,ETA101
2024/2025,S021224-081224,NUS,01,Mardi,13H-17H,4,MADZELAFEN,SOCANTPHY,02,ETA101
2024/2025,S021224-081224,NUS,01,Mercredi,08H-12H,4,ZEEKINLEH,NURSINCAR,03,ETA401
2024/2025,S021224-081224,NUS,01,Mercredi,13H-17H,4,ZIKOM,ANATAPHY2,03,ETA401
2024/2025,S021224-081224,NUS,01,Vendredi,08H-12H,4,DASAIFA,MICROBACT,05,ETA402
2024/2025,S021224-081224,NUS,01,Vendredi,13H-17H,4,RONSOM,PARASITHO,05,ETA102
2024/2025,S021224-081224,RES,02,Jeudi,08H-12H,4,MOYEMELE,MATHGENE2,04,ETA204
2024/2025,S021224-081224,RES,02,Jeudi,13H-17H,4,ISMBEMIN,EDUCIVETH,04,ETA402
2024/2025,S021224-081224,RES,02,Lundi,08H-12H,4,CHBRUKO,REDRAPSTA,01,ETA102
2024/2025,S021224-081224,RES,02,Lundi,13H-17H,4,CHBRUKO,REDRAPSTA,01,ETA102
2024/2025,S021224-081224,RES,02,Mardi,08H-12H,4,JOKAMGA,TRAFIBOPT,02,ETA402
2024/2025,S021224-081224,RES,02,Mardi,13H-17H,4,JOKAMGA,TRAFIBOPT,02,ETA402
2024/2025,S021224-081224,RES,02,Mercredi,08H-12H,4,JOKAMGA,TRAFIBOPT,03,ETA102
2024/2025,S021224-081224,RES,02,Mercredi,13H-17H,4,JOKAMGA,TRAFIBOPT,03,ETA102
2024/2025,S021224-081224,RES,02,Samedi,08H-12H,4,JOKAMGA,TRAFIBOPT,06,ETA303
2024/2025,S021224-081224,RES,02,Vendredi,08H-12H,4,JOKAMGA,TRAFIBOPT,05,ETA204
2024/2025,S021224-081224,RES,02,Vendredi,13H-17H,4,JOKAMGA,TRAFIBOPT,05,ETA204
2024/2025,S021224-081224,SIN,01,Jeudi,08H-12H,4,METSASSE,SOINMEDEC,04,ETA302
2024/2025,S021224-081224,SIN,01,Jeudi,13H-17H,4,ALHAPPY,BIOCHIMIE,04,ETA401
2024/2025,S021224-081224,SIN,01,Lundi,08H-12H,4,JOTINTCHOU,ANTPHYSOC,01,RDC01
2024/2025,S021224-081224,SIN,01,Lundi,13H-17H,4,DENIMENI,INFORMATI,01,RDC02
2024/2025,S021224-081224,SIN,01,Mardi,08H-12H,4,METSASSE,SOINMEDEC,02,RDC01
2024/2025,S021224-081224,SIN,01,Mardi,13H-17H,4,METSASSE,SOINMEDEC,02,ETA403
2024/2025,S021224-081224,SIN,01,Mercredi,08H-12H,4,JOTINTCHOU,ANTPHYSOC,03,RDC02
2024/2025,S021224-081224,SIN,01,Mercredi,13H-17H,4,JOTINTCHOU,ANTPHYSOC,03,RDC02
2024/2025,S021224-081224,SIN,01,Samedi,08H-12H,4,ALHAPPY,BIOCHIMIE,06,ETA401
2024/2025,S021224-081224,SIN,01,Vendredi,08H-12H,4,ALHAPPY,BIOCHIMIE,05,ETA401
2024/2025,S021224-081224,SIN,01,Vendredi,13H-17H,4,ALHAPPY,BIOCHIMIE,05,ETA401
2024/2025,S030225-090225,BAT,02,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA101
2024/2025,S030225-090225,BAT,02,Jeudi,13H-17H,4,PREPARASN,PRESESNOR,04,ETA101
2024/2025,S030225-090225,BAT,02,Lundi,08H-12H,4,PREPARASN,PRESESNOR,01,RDC03
2024/2025,S030225-090225,BAT,02,Lundi,13H-17H,4,PREPARASN,PRESESNOR,01,RDC03
2024/2025,S030225-090225,BAT,02,Mardi,08H-12H,4,GANOUGUE,FONDSOUTE,02,ETA103
2024/2025,S030225-090225,BAT,02,Mardi,13H-17H,4,GANOUGUE,FONDSOUTE,02,ETA103
2024/2025,S030225-090225,BAT,02,Mercredi,08H-12H,4,PREPARASN,PRESESNOR,03,RDC03
2024/2025,S030225-090225,BAT,02,Mercredi,13H-17H,4,DINGASSA,EXPREANGL,03,ETA102
2024/2025,S030225-090225,BAT,02,Samedi,08H-12H,4,KUFOTSO,MATECONST,06,ETA401
2024/2025,S030225-090225,BAT,02,Samedi,13H-17H,4,KUFOTSO,MATECONST,06,ETA401
2024/2025,S030225-090225,BAT,02,Vendredi,08H-12H,4,KUFOTSO,RESISMAT3,05,ETA102
2024/2025,S030225-090225,BAT,02,Vendredi,13H-17H,4,KUFOTSO,RESISMAT3,05,ETA102
2024/2025,S030225-090225,BOW,02,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA101
2024/2025,S030225-090225,BOW,02,Jeudi,13H-17H,4,HANGOMSI,COMPUPROG,04,RDC03
2024/2025,S030225-090225,BOW,02,Lundi,08H-12H,4,PREPARASN,PRESESNOR,01,RDC03
2024/2025,S030225-090225,BOW,02,Lundi,13H-17H,4,PREPARASN,PRESESNOR,01,RDC03
2024/2025,S030225-090225,BOW,02,Mardi,08H-12H,4,PREPARASN,PRESESNOR,02,ETA203
2024/2025,S030225-090225,BOW,02,Mardi,13H-17H,4,PREPARASN,PRESESNOR,02,ETA203
2024/2025,S030225-090225,BOW,02,Mercredi,08H-12H,4,HANGOMSI,COMPUPROG,03,ETA401
2024/2025,S030225-090225,BOW,02,Mercredi,13H-17H,4,HANGOMSI,COMPUPROG,03,ETA401
2024/2025,S030225-090225,BOW,02,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,RDC05
2024/2025,S030225-090225,BOW,02,Samedi,13H-17H,4,PREPARASN,PRESESNOR,06,RDC05
2024/2025,S030225-090225,BOW,02,Vendredi,08H-12H,4,PREPARASN,PRESESNOR,05,RDC05
2024/2025,S030225-090225,BOW,02,Vendredi,13H-17H,4,PREPARASN,PRESESNOR,05,RDC05
2024/2025,S030225-090225,BST,01,Jeudi,08H-12H,4,PREPARASN,PRESESNOR,04,ETA101
2024/2025,S030225-090225,BST,01,Jeudi,13H-17H,4,PREPARASN,PRESESNOR,04,ETA101
2024/2025,S030225-090225,BST,01,Lundi,08H-12H,4,DENDIFON,RESISMTER,01,ETA204
2024/2025,S030225-090225,BST,01,Lundi,13H-17H,4,DENDIFON,RESISMTER,01,ETA204
2024/2025,S030225-090225,BST,01,Mardi,08H-12H,4,HANGOMSI,COMPSCIEN,02,ETA102
2024/2025,S030225-090225,BST,01,Mardi,13H-17H,4,HANGOMSI,COMPSCIEN,02,ETA102
2024/2025,S030225-090225,BST,01,Mercredi,08H-12H,4,DENDIFON,RESISMTER,03,RDC04
2024/2025,S030225-090225,BST,01,Mercredi,13H-17H,4,DENDIFON,RESISMTER,03,RDC04
2024/2025,S030225-090225,BST,01,Samedi,08H-12H,4,PREPARASN,PRESESNOR,06,ETA101
